ID	Task_duration_Pr_Slider	Working_time_Pr_Slider	mouse_dist__Pr_Slider	speed_mean__Pr_Slider	speed_sd__Pr_Slider	pos_accel_mean_Pr_Slider	pos_accel_sd_Pr_Slider	neg_accel_mean_Pr_Slider	neg_accel_sd_Pr_Slider	angle_mean__Pr_Slider	angle_sd__Pr_Slider	x_flips__Pr_Slider	y_flips__Pr_Slider	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_Slider	Working_time_Con_Slider	mouse_dist__Con_Slider	speed_mean__Con_Slider	speed_sd__Con_Slider	pos_accel_mean_Con_Slider	pos_accel_sd_Con_Slider	neg_accel_mean_Con_Slider	neg_accel_sd_Con_Slider	angle_mean__Con_Slider	angle_sd__Con_Slider	x_flips__Con_Slider	y_flips__Con_Slider	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
00TRzV9mL7Vchd3wTP7GQeXQoP12	29.151	23.06	10701.308375105378	465.9833984375	1066.74560546875	8.965444564819336	25.15256118774414	-8.641834259033203	23.78325653076172	4.9781966386850005	16.379427365800538	19.0	30.0	1.0	2.0	1.75	1.25	1.5	2.0	28.576	23.035	10560.82199918563	460.46746826171875	1116.155517578125	8.396388053894043	23.638181686401367	-8.67986011505127	22.800914764404297	5.337863132721647	16.854928261879287	22.0	32.0	1.0	2.0	1.75	1.25	1.25	1.0	1.0	1976.0	1.0	3.0
00ab0X0B6JQVYBrc8xU6GHIOxEL2	39.008	30.964	10274.880093796464	332.5203857421875	864.8389282226562	5.8109025955200195	18.071006774902344	-6.119609355926514	19.89528465270996	5.333305856537443	20.11133787211858	32.0	30.0	1.0	3.0	2.0	2.5	1.5	0.0	45.836	34.946	11537.16504976507	330.53045654296875	667.1917724609375	4.739068508148193	12.260167121887207	-4.776285648345947	12.347824096679688	5.607057527927046	19.82611562659003	34.0	36.0	1.0	3.0	2.5	2.75	1.75	1.0	1.0	1952.0	2.0	5.0
06OMljv8cMRWXdQzI0PcuHVLTnQ2	97.575	74.07	10617.783795233714	143.4351043701172	376.4045104980469	3.247058868408203	10.740038871765137	-3.2031593322753906	10.208776473999023	6.1585459156989275	15.925472299389169	55.0	190.0	2.0	2.0	2.0	1.5	1.75	2.0	73.791	54.462	10405.372757919573	191.2576446533203	463.4380798339844	4.386768341064453	14.110766410827637	-4.385482311248779	13.58792495727539	6.556330811821525	17.33200504569042	41.0	153.0	2.0	2.0	1.75	2.0	2.0	1.0	0.0	1950.0	2.0	5.0
0FJuIKlKgoUhc4jzmewtctIch3x2	35.841	28.953	9710.20634602407	337.6875915527344	598.6397705078125	4.47000789642334	8.205085754394531	-4.134978771209717	7.8971428871154785	7.307279895822517	21.10262581394774	26.0	33.0	0.0	4.0	2.75	4.0	2.25	0.0	37.785	29.1	10166.438709180668	350.6273193359375	638.2017211914062	4.585952281951904	8.94711685180664	-4.522356033325195	9.255918502807617	7.245643530812744	22.08581104979415	25.0	51.0	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1962.0	2.0	3.0
0Gkv1uh990bMQ4dRYJmrmksZpyy2	56.175	46.372	9620.039121393409	209.7926025390625	444.07025146484375	3.906747817993164	12.262962341308594	-3.7822747230529785	10.418907165527344	3.5581107716828204	15.330071066279803	24.0	24.0	1.0	3.0	2.25	2.75	2.25	0.0	48.08	36.749	9428.696647771958	258.46209716796875	506.0163879394531	4.912107467651367	13.95219898223877	-5.0728559494018555	13.777121543884277	4.426449705443723	18.165031911277893	25.0	23.0	1.0	3.0	2.25	2.75	2.25	0.0	0.0	1951.0	2.0	3.0
0SGumftAKiSMAHmiRFgYWKTuJBv2	52.96	43.915	9381.991299583713	215.3067626953125	570.4185180664062	3.3580000400543213	10.794466972351074	-3.459027051925659	10.471357345581055	3.0662344639458476	13.510994570465982	21.0	37.0	1.0	3.0	2.25	3.5	3.0	1.0	41.37	30.319	9864.22225230348	326.1978454589844	731.86279296875	5.263111591339111	12.996514320373535	-5.547743797302246	13.859448432922363	3.5408379771801393	16.70955569040214	23.0	32.0	2.0	2.0	2.5	3.25	3.0	0.0	1.0	1960.0	2.0	4.0
0dId8WvZJXOQVEq2yiClTP09BA52	53.954	39.809	11283.18372051747	286.7755432128906	768.847900390625	6.927032470703125	30.213266372680664	-6.109323978424072	19.956497192382812	6.769055274593619	18.416929946562863	27.0	55.0	2.0	2.0	1.75	2.5	1.5	2.0	39.751	30.066	9484.376878093626	319.33929443359375	721.2407836914062	6.51687479019165	23.27743148803711	-6.067494869232178	16.519075393676758	6.329865864488785	18.584051498552867	21.0	55.0	3.0	1.0	1.5	0.75	1.75	4.0	0.0	1978.0	1.0	3.0
0fsPLgG0FMhnICv9c2EVyG4rxri1	38.08	31.092	9680.621511615189	311.7752380371094	722.4655151367188	6.188312530517578	19.110580444335938	-5.940723419189453	18.964799880981445	4.263242032655307	19.7114612198801	25.0	30.0	1.0	3.0	2.0	3.0	2.25	1.0	33.773	25.836	9312.114060234737	364.53765869140625	760.25732421875	7.593275547027588	21.202150344848633	-7.040839195251465	18.1533260345459	4.580169239782151	18.62608689050411	21.0	50.0	2.0	3.0	1.75	1.75	2.0	2.0	1.0	1966.0	1.0	5.0
0hviV1NhqqfHA4DiNQhduEe6US13	25.839	21.138	9522.905167610412	452.8247985839844	936.880126953125	7.965120315551758	19.210025787353516	-7.580069065093994	18.397518157958984	6.645675801857303	22.797112911977173	25.0	31.0	0.0	3.0	2.5	3.5	2.0	0.0	30.806	23.07	9470.032299912407	412.6375732421875	808.4274291992188	6.998321533203125	20.25083351135254	-6.491600513458252	15.401893615722656	5.598108686969319	20.935017870294047	27.0	33.0	0.0	3.0	2.25	3.5	2.0	0.0	1.0	1989.0	1.0	4.0
0oBlAr5vhCMKUUWqF368klmi1s53	50.452	38.808	9850.009291819046	257.31475830078125	546.3214721679688	5.989628314971924	15.650276184082031	-5.904500961303711	14.794634819030762	6.467525492138121	20.649357065498062	42.0	58.0	1.0	3.0	2.25	3.25	3.0	0.0	45.273	32.828	9196.226473211918	281.1012268066406	549.4662475585938	5.753546714782715	14.029582023620605	-5.589674472808838	13.533267974853516	5.597143807860749	19.414687345432256	24.0	64.0	2.0	1.0	2.5	2.5	3.0	1.0	0.0	1966.0	2.0	4.0
0povB0P3QMbdikY4OVOzkXGM50B3	32.478	25.184	9577.29767053319	380.5045166015625	871.245361328125	6.562556266784668	17.848957061767578	-6.6194281578063965	18.54143524169922	4.948460706034557	19.968231169204632	22.0	38.0	4.0	4.0	3.0	4.0	3.0	0.0	26.611	19.543	9713.359071978954	497.73809814453125	938.4782104492188	9.05085277557373	22.496797561645508	-8.743509292602539	20.417438507080078	5.213598033492837	21.66401836135862	19.0	39.0	4.0	4.0	3.0	3.0	3.0	0.0	0.0	1976.0	2.0	4.0
16IHPePzbbRf36kjLcSpz4J5Ubj2	38.704	29.212	9260.04175799757	318.37860107421875	613.9984130859375	4.490891933441162	10.30966567993164	-4.252763748168945	10.844326972961426	4.694302570741607	16.96995343049902	22.0	48.0	2.0	0.0	2.0	1.75	1.25	0.0	28.243	22.436	9179.211780563903	411.2550048828125	840.8589477539062	6.706630706787109	19.52530288696289	-6.254072189331055	17.218366622924805	5.148451740251613	20.571364407786305	23.0	42.0	4.0	0.0	1.75	0.5	1.5	3.0	0.0	1984.0	1.0	4.0
19V5wSUvDmYfC2yGiTLj1eVVEnA2	34.607	29.467	9759.270897071856	332.117431640625	699.7252807617188	5.698889255523682	15.110269546508789	-5.483687400817871	14.603597640991211	6.927840655362655	22.118737967840232	29.0	29.0	0.0	4.0	2.75	3.75	3.0	0.0	33.996	27.664	9786.618883961184	356.13604736328125	713.4765625	5.321386337280273	14.086645126342773	-5.111730575561523	13.876754760742188	5.82221304901444	22.53484329350278	27.0	19.0	1.0	4.0	2.75	3.75	3.0	0.0	1.0	1972.0	2.0	3.0
1AU4C2gCxaak4GdIqCB0UGH5mkf1	44.818	33.034	10064.409274608568	306.6547546386719	585.3031005859375	4.545265197753906	12.402120590209961	-4.333562850952148	12.65518569946289	5.504164040521893	16.600393417590396	22.0	42.0	2.0	3.0	2.75	3.0	2.25	0.0	41.701	32.988	9920.362054040173	301.16461181640625	631.4573364257812	4.671205997467041	14.02138614654541	-4.65560245513916	14.26937198638916	6.121356749223144	18.841581336345797	28.0	56.0	2.0	2.0	2.25	3.0	1.75	0.0	1.0	1948.0	2.0	4.0
1BOJQ7PYBnOp2FWH954Dyr47DF63	38.39	30.481	10431.572089964853	345.64520263671875	1110.7030029296875	10.052103996276855	38.009033203125	-9.542683601379395	35.975494384765625	7.390309843677046	20.539558994103047	41.0	57.0	0.0	4.0	2.75	3.25	2.75	0.0	44.625	35.915	12189.316100075477	341.8683166503906	1037.0478515625	9.471145629882812	32.51130294799805	-9.105738639831543	34.162357330322266	7.759431630216194	22.101749728326954	46.0	71.0	1.0	3.0	2.5	3.5	2.5	0.0	1.0	1987.0	2.0	3.0
1BSQhydrQfX1qm44zJRidfUVkgN2	60.623	49.741	11517.271341311964	231.68923950195312	536.4864501953125	5.962327480316162	21.30933380126953	-6.07965087890625	18.39482879638672	10.070604706404907	23.786111514425034	68.0	85.0	1.0	3.0	1.25	1.5	2.75	3.0	54.608	44.467	10764.485906937527	242.11618041992188	554.8374633789062	5.478964805603027	15.22215461730957	-5.3597822189331055	14.957686424255371	8.633784301654583	21.414214924780158	48.0	51.0	1.0	2.0	1.25	1.5	2.5	2.0	1.0	1945.0	1.0	5.0
1Foc0LlUB2VC3I6Agw9hUNHDUh02	36.428	26.631	9262.246383095979	353.251220703125	820.1576538085938	6.026660442352295	19.705869674682617	-5.641621112823486	15.897737503051758	4.734357466098347	16.932422940749184	20.0	28.0	1.0	3.0	2.5	3.0	2.5	1.0	37.921	29.01	10152.26899108406	353.06103515625	831.5355224609375	5.939492225646973	19.251047134399414	-5.460168361663818	15.224931716918945	5.825072775700774	18.30529136658593	28.0	40.0	1.0	3.0	2.5	3.0	2.75	1.0	1.0	1966.0	1.0	3.0
1KobFpIG5YX4SVTDDpNel4seRbS2	30.008	24.97	9497.259926188533	382.3373718261719	752.4437255859375	5.826997756958008	14.187616348266602	-5.759884357452393	13.388738632202148	3.8874759059296724	17.68521603341965	25.0	21.0	0.0	3.0	2.25	3.0	1.5	1.0	30.5	23.352	9308.468982291637	400.62274169921875	772.1166381835938	6.791910171508789	16.145259857177734	-6.647508144378662	13.902435302734375	5.223591206025175	19.303854614546765	20.0	20.0	0.0	3.0	2.25	3.25	1.25	1.0	0.0	1985.0	1.0	4.0
1Z2kzBiNOPRkjKokrRQYQWQCuNo2	30.416	24.893	10376.301012893911	421.5438232421875	845.393310546875	6.748339653015137	16.332778930664062	-6.301412582397461	15.278694152832031	5.091563984759917	21.202539618594255	21.0	44.0	0.0	2.0	2.0	3.25	2.0	0.0	31.146	24.436	9776.419794586634	401.578125	681.341552734375	5.939342975616455	12.235692977905273	-5.658361434936523	11.865455627441406	5.607660228122577	20.20748877327018	21.0	42.0	0.0	2.0	1.5	3.5	2.0	0.0	1.0	1971.0	2.0	3.0
1Z80gD5LDdYBRWnfv2EYtHnSy5c2	55.367	42.702	10647.447069818627	249.41314697265625	540.3043823242188	3.974949598312378	11.598450660705566	-3.8074233531951904	11.653745651245117	5.378139031061506	17.895261307022817	25.0	35.0	0.0	4.0	3.0	3.5	3.0	0.0	47.045	38.43	10661.896141118548	277.5451354980469	685.7022705078125	4.8967156410217285	15.19776725769043	-4.606673717498779	14.97014331817627	6.214930596251839	18.614361192329042	29.0	36.0	1.0	4.0	2.75	3.25	3.0	0.0	0.0	1956.0	2.0	5.0
1xwsebHEkySONC5aCi4PVP4cUL53	31.523	23.498	9228.31362986166	393.867431640625	672.1337890625	8.820642471313477	19.46501350402832	-8.378528594970703	18.78724479675293	5.637180307320102	22.04015565072713	26.0	36.0	0.0	4.0	2.75	3.75	2.5	0.0	34.32	26.8	9414.99031285642	352.4233703613281	629.7290649414062	8.66502857208252	20.12099838256836	-8.434603691101074	19.41986083984375	5.471571573874519	21.1449803169122	27.0	40.0	0.0	4.0	2.75	4.0	2.5	0.0	1.0	1964.0	1.0	4.0
21Sk5odLzKdqu8pnKMZGrc99Ddz2	33.072	24.298	9484.53365546381	392.49053955078125	929.7178344726562	7.22404670715332	35.414451599121094	-6.966183662414551	34.31143569946289	5.27970173584004	19.14998344800725	24.0	46.0	3.0	1.0	0.75	1.0	1.0	2.0	25.613	19.949	9280.424817484214	465.8847961425781	906.131103515625	7.175735950469971	16.466779708862305	-6.821409225463867	14.880510330200195	7.128111748159871	21.242538260965503	21.0	38.0	1.0	1.0	0.25	0.0	1.0	4.0	0.0	1973.0	1.0	2.0
29vo4ACM4uRZ3O3343JtueLwFXZ2	47.477	36.339	10042.866637253937	276.4345397949219	423.4848937988281	4.417948246002197	8.096569061279297	-4.456207275390625	8.32621955871582	7.035178678465508	16.917309353233303	29.0	46.0	1.0	4.0	3.0	4.0	3.0	0.0	51.946	39.331	10312.33275990083	262.2001953125	478.2493591308594	4.19175910949707	9.542241096496582	-4.235010147094727	9.296221733093262	6.001356876310113	18.250664341836497	42.0	39.0	1.0	4.0	3.0	4.0	3.0	0.0	0.0	1942.0	2.0	5.0
2EJzh7doKuQUQ434ED3FflBQzwB3	35.32	27.699	9335.0244327834	338.0417785644531	514.460205078125	4.042304515838623	7.395223140716553	-3.803455114364624	7.849727630615234	4.303072034313093	15.80936716654115	19.0	21.0	0.0	3.0	2.25	3.5	2.25	1.0	34.69	28.268	9160.472402385087	325.0123291015625	475.33251953125	3.6102521419525146	7.626375675201416	-3.3795228004455566	6.374002456665039	4.333437939040671	17.497353984665445	19.0	31.0	0.0	4.0	2.0	3.0	2.25	1.0	1.0	1968.0	1.0	3.0
2FjgXAbvPvTRa8Ut6ivRILtu6lw1	59.787	48.845	11627.796792270288	239.32896423339844	593.3580322265625	3.4236650466918945	10.841297149658203	-3.343093156814575	11.55445671081543	5.6126200111782385	19.42786148923166	58.0	87.0	3.0	2.0	2.0	2.25	2.75	1.0	47.299	34.132	9919.613184514217	293.1327819824219	626.8649291992188	4.55122184753418	13.618254661560059	-4.338583946228027	12.373294830322266	5.277076505745596	17.99625394458607	32.0	70.0	2.0	2.0	1.75	2.25	2.25	1.0	0.0	1959.0	2.0	3.0
2P6PHoUiTDQjioVd3Qcu6eP3mJj1	28.069	22.279	9621.40614495875	433.1040344238281	906.3189697265625	8.322429656982422	19.289012908935547	-8.581378936767578	21.88359260559082	6.5225469856040625	22.544655926202577	28.0	42.0	0.0	3.0	2.5	3.5	2.5	0.0	32.177	25.297	10065.025981186145	399.6436767578125	839.7360229492188	7.823902606964111	19.558359146118164	-7.7051005363464355	20.997957229614258	6.678207469742974	22.85716548914983	28.0	48.0	0.0	2.0	2.5	3.5	1.75	0.0	0.0	1965.0	1.0	3.0
2PrAZfGHZpP5oW5z8ZperrClUM13	34.056	28.047	9225.713459659237	332.81793212890625	551.151611328125	5.002909183502197	12.079325675964355	-4.779919624328613	9.637459754943848	3.878791539644262	18.172264296643394	21.0	34.0	0.0	3.0	2.25	3.25	3.0	0.0	40.433	33.247	10684.833080854005	321.445068359375	590.6787109375	5.195070266723633	15.166168212890625	-4.80791711807251	10.6088285446167	5.256687421439689	18.567612531009267	31.0	49.0	0.0	3.0	2.25	3.25	3.0	0.0	0.0	1961.0	1.0	5.0
2QYKgN3X7hN66nEndtjGMFYyIES2	33.48	27.463	9315.054154240699	341.0234069824219	611.2367553710938	4.809486389160156	12.661438941955566	-4.295441627502441	9.716144561767578	4.215498436699932	17.064767170314692	19.0	16.0	0.0	2.0	2.5	3.75	1.5	0.0	36.233	27.059	9272.886100672165	344.5888671875	630.8240356445312	4.713497161865234	11.687996864318848	-4.356265068054199	9.549320220947266	4.934556999244126	18.85219269951061	21.0	19.0	4.0	0.0	0.5	1.0	1.0	4.0	0.0	1969.0	1.0	5.0
2TRk5MdvvQRVWkhzQk2o3ywZWGp2	43.198	35.232	10298.104757542153	292.76776123046875	573.5590209960938	4.902714729309082	12.056562423706055	-4.7706427574157715	12.236660957336426	6.738422690456555	18.536890426947746	26.0	34.0	1.0	2.0	2.0	2.75	1.5	1.0	43.741	33.054	9255.655049970463	282.1415710449219	516.8629760742188	4.359805107116699	10.431992530822754	-4.1324334144592285	9.19025993347168	5.474230666527677	18.74032524600942	21.0	44.0	1.0	2.0	1.5	2.75	1.5	1.0	0.0	1965.0	1.0	3.0
2VTdnB31ZZV9hrPagsQ0MzrZG022	27.184	22.601	9225.996669268097	411.1406555175781	782.6898193359375	5.909584999084473	12.393247604370117	-5.164809703826904	11.400023460388184	5.183869510211184	21.583516281276005	21.0	23.0	1.0	3.0	1.25	2.0	1.25	2.0	28.29	22.139	9533.13503065471	435.3030090332031	851.7090454101562	6.513361930847168	14.80764102935791	-5.590782165527344	11.478411674499512	5.657283707366562	21.6454419021066	23.0	27.0	1.0	3.0	1.25	1.75	1.5	1.0	1.0	1987.0	1.0	3.0
2XIPzK7fdhbMl7milylseb5fy8y1	46.579	39.321	11207.844863357808	285.4047546386719	748.3794555664062	4.929201126098633	17.259864807128906	-4.906546115875244	15.889363288879395	6.932233542218379	20.99299677565984	48.0	72.0	0.0	4.0	3.25	3.5	2.75	0.0	34.183	25.651	10636.333076681067	415.4006652832031	816.0761108398438	6.892642021179199	16.06842041015625	-6.448530673980713	15.751315116882324	7.406272610903046	21.94002139610265	28.0	65.0	0.0	4.0	3.25	3.75	2.75	0.0	0.0	1955.0	1.0	3.0
2wpWjxBHShMT6zt4S08L91FvgvB2	57.048	45.976	16538.935556051325	361.3883056640625	981.8501586914062	7.019848823547363	27.438556671142578	-7.130980968475342	30.08323097229004	4.826471760618794	17.23497239255467	44.0	43.0	1.0	3.0	2.0	2.75	2.0	0.0	52.776	43.495	9770.418456928699	225.22865295410156	556.480712890625	4.450801372528076	17.77033042907715	-4.392798900604248	16.300392150878906	3.7817904032352163	15.189854702765388	23.0	28.0	0.0	4.0	1.75	2.5	2.0	0.0	1.0	1953.0	2.0	3.0
30lRQH9S90PWBzdpmGUxPH24EDp1	37.127	30.19	9666.136049122255	322.5270690917969	586.6207275390625	3.6414804458618164	9.622995376586914	-3.27982497215271	8.744012832641602	4.7946854127772625	15.306023705590617	23.0	27.0	1.0	4.0	2.5	3.0	2.5	1.0	35.496	27.44	9361.697746892718	343.6746826171875	634.0406494140625	3.859837293624878	10.097728729248047	-3.5409536361694336	8.645037651062012	3.357174638868282	16.21050208287026	21.0	22.0	1.0	4.0	2.25	3.0	2.25	1.0	0.0	1958.0	1.0	3.0
31pQVkWc0JaxjVLbM5THlHijSfy1	39.584	30.798	9758.163676691052	317.8037414550781	556.0695190429688	4.195249557495117	9.35677719116211	-3.882272958755493	7.876181125640869	4.824945970160689	16.169626153400365	21.0	30.0	2.0	3.0	2.75	3.25	3.0	0.0	31.611	21.837	9332.322859147524	429.66497802734375	631.2083129882812	6.057395935058594	11.45435619354248	-5.289636135101318	10.42425537109375	5.233192361035195	16.743030927572967	19.0	24.0	2.0	3.0	2.75	3.25	3.0	0.0	0.0	1950.0	1.0	5.0
34Sp7P38uMUdBBL29DQpSlF9fiS2	31.162	24.751	9552.760840963423	390.9458312988281	841.7440795898438	6.864464282989502	23.630464553833008	-6.610929489135742	19.41077423095703	5.993417364308872	20.387768461049067	19.0	29.0	3.0	2.0	1.75	2.0	2.25	2.0	31.16	25.447	9525.59604172168	375.0973205566406	699.3490600585938	5.843717575073242	14.08328628540039	-5.46340274810791	13.878811836242676	5.326401865006609	21.528417270061528	26.0	30.0	3.0	2.0	2.0	2.0	1.5	2.0	1.0	1964.0	2.0	5.0
34TNiQMAZYMGjtMhxyUBfBEgC1I2	36.2	29.618	10078.314157945575	342.45037841796875	831.90625	5.8492045402526855	20.158367156982422	-5.924787521362305	18.663833618164062	7.30580656879415	18.896837267028133	23.0	26.0	0.0	3.0	1.75	3.0	2.0	0.0	35.962	26.914	9506.859230466538	355.8622131347656	683.8419799804688	5.324971675872803	12.59283447265625	-5.4043378829956055	13.917780876159668	5.628484273676633	19.109226893624342	23.0	29.0	1.0	2.0	1.5	3.0	2.0	0.0	0.0	1976.0	1.0	5.0
39GPxzy0G1WrQpRERrqFNsqMseX2	32.388	25.904	9938.73461795329	384.3285217285156	709.2982177734375	5.871814250946045	14.15101432800293	-6.042142391204834	15.345279693603516	5.228955539726564	17.71167067773141	20.0	46.0	1.0	4.0	2.0	3.0	2.75	0.0	34.804	26.65	9801.353638613993	369.1658935546875	579.441650390625	6.253772258758545	12.870606422424316	-6.3057427406311035	13.062629699707031	6.788998318984052	18.009817613452924	23.0	31.0	1.0	4.0	3.0	3.5	3.0	0.0	0.0	1949.0	2.0	5.0
3NIPBZV3RkdGACEFsjCSGQijNJL2	33.863	27.406	9447.906226133933	346.6485595703125	739.6181640625	7.988520622253418	19.617759704589844	-7.6861395835876465	18.74417495727539	6.171039462480422	21.668375556129064	27.0	26.0	1.0	2.0	1.5	2.5	2.0	2.0	32.264	25.614	9454.119104315068	369.22943115234375	741.8284912109375	8.303668022155762	19.85951805114746	-8.486242294311523	19.63093376159668	7.571351275953542	21.974464015780995	25.0	27.0	1.0	1.0	1.5	2.25	1.75	2.0	0.0	1956.0	2.0	5.0
3VyP4jiey9RwXCRTKpa7uOXPRU42	37.047	31.186	10919.198601399343	350.9867858886719	866.7759399414062	6.812065124511719	20.58307456970215	-6.749675750732422	23.165159225463867	7.144211458733885	19.833565451902636	30.0	35.0	2.0	3.0	2.5	3.25	1.25	0.0	41.156	33.925	10106.062313213606	299.0401916503906	702.8163452148438	5.366916179656982	17.050535202026367	-5.252500534057617	18.212493896484375	5.703410867124216	18.37857272838452	28.0	31.0	3.0	3.0	2.0	3.0	2.0	1.0	0.0	1984.0	1.0	5.0
3WDqUOFGX3TZoAlhGDc5B20nezE3	44.58	36.682	11054.522931542739	302.9051513671875	545.8934326171875	4.20470666885376	10.061663627624512	-4.203953742980957	9.966567039489746	6.654041190825836	17.631922484305573	35.0	65.0	0.0	4.0	3.0	4.0	3.0	0.0	44.268	34.108	10615.01882370944	311.74798583984375	624.158203125	4.376172065734863	11.315109252929688	-4.2147088050842285	10.472640037536621	6.630970871802408	19.201535393955435	37.0	61.0	0.0	4.0	3.0	3.0	3.0	0.0	1.0	1948.0	1.0	3.0
3ZHXG0tuFzNjQGQJD3NBt5iLCfL2	57.431	48.227	12767.813084863139	267.332763671875	891.6526489257812	4.739431858062744	19.533039093017578	-4.638450622558594	21.62494468688965	6.327748395178647	21.217295537228484	51.0	72.0	0.0	3.0	2.25	3.25	3.0	0.0	47.444	37.838	11815.447407620126	312.7020568847656	870.9384155273438	6.158889293670654	19.76842498779297	-6.09680700302124	21.829483032226562	7.902995617478717	21.58937911373993	40.0	87.0	2.0	3.0	2.0	2.5	2.75	0.0	1.0	1942.0	2.0	5.0
3iFZ5RUElZgbgfNyHDFswuPuZBo1	34.859	26.887	9218.623560503846	343.146240234375	786.5364990234375	5.090764045715332	13.491568565368652	-5.0402140617370605	14.244918823242188	3.677603621959159	17.999049323394935	21.0	26.0	1.0	3.0	2.0	3.5	2.0	0.0	29.954	23.651	9396.860990176607	397.7507019042969	907.1691284179688	7.325719356536865	20.501117706298828	-6.603979587554932	16.291963577270508	4.574593093793318	18.230094036603006	21.0	23.0	2.0	3.0	1.75	2.0	2.5	2.0	0.0	1983.0	1.0	3.0
3ipNrDxaYRgdxHfp9zOXZVGu4Z03	40.135	33.509	10516.462370989464	314.67572021484375	511.9956970214844	4.303750991821289	9.921282768249512	-4.214508056640625	9.220816612243652	4.282049770743808	16.79066543382341	25.0	31.0	0.0	2.0	1.75	2.75	2.25	1.0	35.791	26.473	9578.227859681261	362.6056213378906	641.8663330078125	4.440944671630859	10.879019737243652	-4.069360733032227	9.825451850891113	3.506733666649186	17.358127638526078	19.0	18.0	1.0	2.0	1.5	2.25	2.0	1.0	1.0	1957.0	2.0	5.0
3mRxZ3IDvGa7CKGRs8y6E06gnIX2	23.989	20.269	1926.4022794622388	97.9609603881836	339.6536560058594	2.195120096206665	10.313876152038574	-2.154258966445923	8.7733736038208	4.007968266418012	14.70618627422491	7.0	19.0	0.0	2.0	1.75	2.75	2.0	0.0	29.288	21.619	1880.640913718981	88.919189453125	312.8329772949219	1.9979079961776733	9.111265182495117	-1.9661309719085693	10.162832260131836	5.019563666654045	19.229413514409465	18.0	27.0	0.0	2.0	2.0	2.75	2.0	0.0	1.0	1981.0	1.0	3.0
3n49gIKP7yYoIS4BoWniuNGGGBm1	31.224	26.673	9496.944657578344	359.5284729003906	914.9310913085938	6.8626909255981445	23.142290115356445	-6.313930511474609	18.266809463500977	4.825289214406479	17.464786713159363	20.0	25.0	0.0	3.0	2.75	3.75	2.5	0.0	33.63	26.184	9471.041144984692	365.606689453125	813.7936401367188	6.6814680099487305	18.526405334472656	-6.291306018829346	17.89487075805664	6.005862445488367	18.43760709006149	21.0	43.0	0.0	3.0	2.25	3.5	2.5	0.0	1.0	1986.0	2.0	4.0
3qWCCKreKGSOX9S0GiiRdJn3KUx1	40.395	33.589	11393.922962531677	340.6255187988281	789.40966796875	5.711165904998779	15.138710021972656	-5.499630451202393	14.835673332214355	5.37189637040228	19.77887995716179	40.0	52.0	1.0	2.0	1.75	2.5	1.5	1.0	38.581	31.525	10110.058387096044	321.5667419433594	778.2876586914062	5.200716018676758	15.219971656799316	-4.863868236541748	13.262619972229004	5.625748568608156	17.604075411147676	25.0	50.0	1.0	3.0	1.25	2.0	1.5	2.0	1.0	1957.0	1.0	2.0
3rqsH5wkVZM9XVvuFzMYWNJUhHZ2	35.239	27.56	9267.86609758633	337.627197265625	649.6411743164062	4.943526268005371	13.723298072814941	-4.716991901397705	11.302911758422852	3.9861375499024803	17.94035173889457	19.0	27.0	0.0	4.0	3.0	4.0	2.75	0.0	33.497	26.704	9158.961088238928	344.7754821777344	547.451416015625	4.736886501312256	10.774497985839844	-4.292175769805908	8.822469711303711	3.5996808102026208	17.9301070486081	19.0	22.0	0.0	4.0	3.0	4.0	3.0	0.0	1.0	1969.0	1.0	3.0
42IbLK5mCyXDYxurCgy1W90y2lQ2	29.25	23.775	9305.263809026854	391.63568115234375	677.97998046875	7.632791042327881	20.2330379486084	-7.203230857849121	17.329715728759766	5.5262833144967685	20.45460619403305	21.0	39.0	1.0	3.0	2.25	3.75	2.0	0.0	28.79	22.434	9464.22179405665	422.03887939453125	779.51416015625	9.290608406066895	24.046274185180664	-8.44887924194336	19.657272338867188	6.8790338560879825	24.649207589307583	33.0	33.0	1.0	3.0	2.25	3.75	2.25	0.0	0.0	1966.0	1.0	5.0
43kl8zPi7hcFnUB4ydZw7KPJnc72	44.484	37.682	9301.77633562174	247.45350646972656	430.86688232421875	2.3677918910980225	5.396860122680664	-2.230160713195801	4.189761638641357	4.143815698333717	16.510277538682008	21.0	39.0	0.0	4.0	2.0	2.25	2.25	1.0	43.362	33.518	9438.605889838787	282.6776428222656	471.7105712890625	2.6398355960845947	5.724495887756348	-2.3578989505767822	4.1810736656188965	4.080352168954375	18.341672162496522	28.0	37.0	1.0	4.0	2.5	3.0	2.25	1.0	1.0	1955.0	1.0	4.0
