ID	Task_duration_Pr_DragDrop	Working_time_Pr_DragDrop	mouse_dist__Pr_DragDrop	speed_mean__Pr_DragDrop	speed_sd__Pr_DragDrop	pos_accel_mean_Pr_DragDrop	pos_accel_sd_Pr_DragDrop	neg_accel_mean_Pr_DragDrop	neg_accel_sd_Pr_DragDrop	angle_mean__Pr_DragDrop	angle_sd__Pr_DragDrop	x_flips__Pr_DragDrop	y_flips__Pr_DragDrop	total_dev_ideal_line__Pr_DragDrop	mean_dev_ideal_line__Pr_DragDrop	sd_dev_ideal_line__Pr_DragDrop	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_DragDrop	Working_time_Con_DragDrop	mouse_dist__Con_DragDrop	speed_mean__Con_DragDrop	speed_sd__Con_DragDrop	pos_accel_mean_Con_DragDrop	pos_accel_sd_Con_DragDrop	neg_accel_mean_Con_DragDrop	neg_accel_sd_Con_DragDrop	angle_mean__Con_DragDrop	angle_sd__Con_DragDrop	x_flips__Con_DragDrop	y_flips__Con_DragDrop	total_dev_ideal_line__Con_DragDrop	mean_dev_ideal_line__Con_DragDrop	sd_dev_ideal_line__Con_DragDrop	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
16IHPePzbbRf36kjLcSpz4J5Ubj2	37.622	35.798	14478.751052581152	404.54742431640625	602.8302001953125	5.773103713989258	13.418402671813965	-5.19394063949585	10.275991439819336	7.344249894688456	16.48535382628369	35.0	33.0	8481.314102255625	10.522722211235266	11.296852756235099	1.0	2.0	2.0	1.75	1.25	0.0	38.958	35.031	14648.39395100056	418.226806640625	708.2664184570312	6.4339070320129395	16.810379028320312	-6.0740065574646	14.533576965332031	6.695321643948781	15.260809139462381	44.0	25.0	9171.948578433103	11.226375249000126	10.921459110335954	3.0	0.0	1.75	0.5	1.5	3.0	0.0	1984.0	1.0	4.0
19V5wSUvDmYfC2yGiTLj1eVVEnA2	33.647	31.839	14632.62195767963	459.7116394042969	790.3775024414062	7.849771499633789	16.561080932617188	-7.551724910736084	14.974465370178223	10.81847926670749	21.911804582968028	42.0	29.0	11364.448400455522	12.958322007360914	14.156500944051288	0.0	4.0	2.75	3.75	3.0	0.0	33.501	31.871	14571.01952759775	457.34521484375	808.1970825195312	8.007728576660156	17.48428726196289	-7.408506393432617	15.640484809875488	10.50383639478197	20.970585253311487	33.0	35.0	8329.808566775051	10.817933203603962	12.02636751643113	1.0	4.0	2.75	3.75	3.0	0.0	1.0	1972.0	2.0	3.0
1AU4C2gCxaak4GdIqCB0UGH5mkf1	39.415	38.006	14693.796618457342	386.729736328125	722.2794189453125	6.599525451660156	16.42060661315918	-6.366596698760986	18.57530403137207	6.78189890585678	17.373350949404333	31.0	47.0	8629.67343927607	9.685379842060685	9.846169747790771	2.0	2.0	2.75	3.0	2.25	0.0	37.713	34.415	12613.735501983589	366.5718078613281	731.1756591796875	6.610791206359863	18.2153377532959	-6.104214191436768	17.925304412841797	7.366883088792847	18.982608459157852	28.0	48.0	9939.54035506061	10.332162531248034	10.482021696653497	2.0	2.0	2.25	3.0	1.75	0.0	1.0	1948.0	2.0	4.0
1BOJQ7PYBnOp2FWH954Dyr47DF63	49.283	46.288	22531.843996664255	486.91180419921875	1290.174072265625	14.973581314086914	45.82410430908203	-14.024944305419922	44.123313903808594	9.294412322511798	21.794166298574755	75.0	77.0	14895.802827474077	16.831415624264494	20.772489585124266	1.0	4.0	2.75	3.25	2.75	0.0	36.249	30.935	14727.385200417186	476.1521301269531	1226.171142578125	14.107823371887207	42.32930374145508	-13.194916725158691	38.77283477783203	9.650277398460679	21.663621414430065	52.0	46.0	15655.55041643125	17.994885536127875	19.95773912530452	0.0	4.0	2.5	3.5	2.5	0.0	1.0	1987.0	2.0	3.0
1BSQhydrQfX1qm44zJRidfUVkgN2	46.704	44.904	17287.804326887755	385.0719299316406	813.5916137695312	9.02829360961914	24.1406192779541	-9.292242050170898	24.613025665283203	11.479775909660134	22.850397975966594	72.0	62.0	17113.99318968382	14.985983528619808	15.53042021718066	2.0	3.0	1.25	1.5	2.75	3.0	50.819	48.193	16719.97063933716	347.0313720703125	706.8182983398438	8.749603271484375	24.194015502929688	-8.702293395996094	22.373945236206055	12.707311699089958	23.567629749742576	78.0	61.0	15516.281281383603	11.981684387168805	12.56784433451097	1.0	2.0	1.25	1.5	2.5	2.0	1.0	1945.0	1.0	5.0
1Foc0LlUB2VC3I6Agw9hUNHDUh02	33.318	31.767	18887.23101918469	594.77978515625	1010.1328735351562	11.73762035369873	27.386043548583984	-10.933903694152832	21.465877532958984	9.739183953835752	20.8279240710736	45.0	48.0	8594.597220217678	14.947125600378572	14.266328479793778	1.0	3.0	2.5	3.0	2.5	1.0	61.78	59.677	33724.19171542937	565.1783447265625	837.9202880859375	9.907777786254883	20.551809310913086	-8.819266319274902	17.331193923950195	8.478919927892175	18.742953550572345	73.0	78.0	8234.763484946161	13.28187658862284	14.343174064013173	1.0	3.0	2.5	3.0	2.75	1.0	1.0	1966.0	1.0	3.0
1KobFpIG5YX4SVTDDpNel4seRbS2	29.48	27.913	14451.762934705446	517.9843139648438	924.849853515625	8.573960304260254	16.756855010986328	-8.58457088470459	19.804222106933594	7.895357400341998	18.421993174822656	40.0	31.0	5650.579837618028	7.992333575131582	8.284839631730332	0.0	3.0	2.25	3.0	1.5	1.0	29.736	27.71	15203.740002726923	548.7723999023438	1023.0488891601562	9.971577644348145	24.67991065979004	-9.745562553405762	22.756298065185547	8.467529873510948	18.612985921860165	37.0	35.0	5913.9310198180665	8.460559398881355	9.516407201750713	0.0	3.0	2.25	3.25	1.25	1.0	0.0	1985.0	1.0	4.0
1Z2kzBiNOPRkjKokrRQYQWQCuNo2	23.88	22.717	11562.373303625736	509.13140869140625	743.9031982421875	7.588465690612793	13.845856666564941	-6.7464375495910645	14.63340950012207	9.14133715380823	19.908161171833605	24.0	19.0	6897.637919890765	9.474777362487314	9.102014962435652	0.0	2.0	2.0	3.25	2.0	0.0	25.176	23.567	11999.874289177835	509.2244567871094	784.8168334960938	7.522013187408447	15.376505851745605	-7.413555145263672	14.237373352050781	9.615608231312128	19.690584195176893	27.0	23.0	8063.645562683352	11.24636759091123	11.912812148289419	0.0	2.0	1.5	3.5	2.0	0.0	1.0	1971.0	2.0	3.0
1Z80gD5LDdYBRWnfv2EYtHnSy5c2	49.471	46.031	15328.890353634917	333.0919494628906	678.5947265625	5.742697715759277	17.520017623901367	-5.379910469055176	14.922303199768066	9.300401168899784	20.041912427898637	38.0	39.0	26636.080658644474	22.04973564457324	27.328370399568247	0.0	4.0	3.0	3.5	3.0	0.0	43.348	39.137	12766.384083623756	326.2139587402344	591.3705444335938	5.495781898498535	13.211701393127441	-5.176357746124268	12.065563201904297	9.297891905491117	19.20263642714728	33.0	33.0	19330.6074481154	17.091606939094074	16.918287507991245	1.0	4.0	2.75	3.25	3.0	0.0	0.0	1956.0	2.0	5.0
1hjLfdc6uJbnyjcxjDuP6nnvt5U2	39.435	38.08	19729.11664948666	518.232666015625	1041.10791015625	9.721144676208496	24.63319206237793	-9.592084884643555	25.043054580688477	8.94669584893688	19.22974855460817	46.0	51.0	8584.052500412814	11.972179219543674	13.246154867590576	1.0	4.0	2.5	2.75	2.5	0.0	32.785	30.324	13119.209606374698	432.76300048828125	744.4390258789062	7.232995986938477	17.42328643798828	-6.679089546203613	15.235671043395996	8.342463178807307	19.977909264749254	31.0	33.0	6013.297124588609	8.082388608318023	8.706154841511337	1.0	4.0	2.5	2.75	2.5	0.0	0.0	1982.0	2.0	5.0
1xwsebHEkySONC5aCi4PVP4cUL53	32.408	30.103	14003.398733809263	465.3838195800781	747.9896240234375	11.544137001037598	23.82948112487793	-11.130769729614258	24.774845123291016	9.100719936531096	22.027986546237837	46.0	40.0	10184.487506340281	13.68882729346812	14.41144012592167	0.0	3.0	2.75	3.75	2.5	0.0	31.843	29.611	14596.033140577392	492.9427185058594	793.6402587890625	11.711556434631348	24.168054580688477	-11.85831069946289	24.174528121948242	9.434846624367033	21.122223320243364	37.0	35.0	14601.438885245596	20.36462884971492	22.34002507349295	0.0	4.0	2.75	4.0	2.5	0.0	1.0	1964.0	1.0	4.0
21Sk5odLzKdqu8pnKMZGrc99Ddz2	28.918	27.826	15797.437689709514	567.7426147460938	978.5747680664062	10.19232177734375	19.865558624267578	-9.27226448059082	18.70943832397461	7.923277330220767	19.202016720093212	29.0	25.0	6783.7401458681725	10.079851628333094	11.01852625630694	2.0	1.0	0.75	1.0	1.0	2.0	32.496	30.776	18179.03960120649	590.9000244140625	949.6836547851562	9.92188835144043	18.694761276245117	-9.425483703613281	17.615631103515625	8.114222460731742	19.690280095434208	39.0	41.0	3557.181665958994	6.587373455479619	7.583649796011374	3.0	1.0	0.25	0.0	1.0	4.0	0.0	1973.0	1.0	2.0
29vo4ACM4uRZ3O3343JtueLwFXZ2	47.413	42.853	14413.878186863678	336.45843505859375	568.2491455078125	5.6745991706848145	11.09646987915039	-5.6326704025268555	12.157249450683594	9.358239824596412	18.56054126521401	41.0	53.0	16498.11281592413	13.51196790820977	15.894316673259722	1.0	4.0	3.0	4.0	3.0	0.0	43.425	38.229	15595.595077975791	408.0480651855469	754.9517211914062	7.8149542808532715	18.640783309936523	-7.810853958129883	19.415645599365234	9.41010455841087	18.84801752703571	41.0	46.0	14138.317131094424	12.402032571135459	11.941299774573816	2.0	4.0	3.0	4.0	3.0	0.0	0.0	1942.0	2.0	5.0
2EJzh7doKuQUQ434ED3FflBQzwB3	27.271	25.935	11273.168573732039	434.9216613769531	596.3574829101562	5.933981418609619	10.70166015625	-5.569632530212402	10.853979110717773	8.001406659356242	17.433470503376586	17.0	17.0	8409.700575018285	10.672208851546047	12.749683790096354	0.0	4.0	2.25	3.5	2.25	1.0	29.533	26.432	12063.740510868483	456.4411926269531	697.0975952148438	6.654408931732178	13.756393432617188	-5.968552589416504	12.955832481384277	7.358836298973622	16.186636757497357	21.0	31.0	8924.003072634929	10.51119325398696	12.200914229041786	0.0	3.0	2.0	3.0	2.25	1.0	1.0	1968.0	1.0	3.0
2FjgXAbvPvTRa8Ut6ivRILtu6lw1	47.075	43.486	15014.050401656572	345.2696533203125	564.5198364257812	4.873011112213135	11.964784622192383	-4.734439849853516	10.452829360961914	7.145809375409219	17.993212366465094	39.0	45.0	8242.46201794371	9.398474364816089	9.421706147566223	2.0	3.0	2.0	2.25	2.75	1.0	46.772	42.804	15681.161719198244	366.42510986328125	659.4072875976562	5.880690574645996	13.847826957702637	-5.605770587921143	13.214831352233887	7.879297350433766	19.88909686687753	41.0	48.0	11098.825032664736	11.24501016480723	15.070748719570616	2.0	2.0	1.75	2.25	2.25	1.0	0.0	1959.0	2.0	3.0
2P6PHoUiTDQjioVd3Qcu6eP3mJj1	34.703	33.036	20001.500905888082	605.5556030273438	1075.6951904296875	13.844311714172363	28.63718032836914	-13.883468627929688	29.224769592285156	11.776722926045558	24.075135086056186	56.0	75.0	9872.808719444522	13.128734999261331	14.285535973019174	0.0	3.0	2.5	3.5	2.5	0.0	25.956	24.124	14184.342321069149	588.0739135742188	1069.328857421875	13.635220527648926	29.653636932373047	-12.848084449768066	29.726181030273438	10.718340495700453	20.77237180975702	34.0	35.0	5485.3881541463	7.892644826109784	9.721367817394695	1.0	1.0	2.5	3.5	1.75	0.0	0.0	1965.0	1.0	3.0
2PrAZfGHZpP5oW5z8ZperrClUM13	27.904	26.4	11413.735177588042	432.5841979980469	704.32861328125	6.908000946044922	16.09233283996582	-6.347222328186035	12.82268238067627	9.77171594150531	20.506297963760055	25.0	23.0	6106.159708437538	8.612355018952805	8.541702004589542	0.0	3.0	2.25	3.25	3.0	0.0	36.721	32.665	14787.129086916219	452.8289489746094	656.0746459960938	7.071756362915039	13.153153419494629	-6.879722595214844	13.210187911987305	9.975019700083976	20.326745417962105	33.0	29.0	8734.842976952763	11.358703481082916	13.3847000383961	0.0	3.0	2.25	3.25	3.0	0.0	0.0	1961.0	1.0	5.0
