ID	Task_duration_Pr_DragDrop	Working_time_Pr_DragDrop	mouse_dist__Pr_DragDrop	speed_mean__Pr_DragDrop	speed_sd__Pr_DragDrop	pos_accel_mean_Pr_DragDrop	pos_accel_sd_Pr_DragDrop	neg_accel_mean_Pr_DragDrop	neg_accel_sd_Pr_DragDrop	angle_mean__Pr_DragDrop	angle_sd__Pr_DragDrop	x_flips__Pr_DragDrop	y_flips__Pr_DragDrop	total_dev_ideal_line__Pr_DragDrop	mean_dev_ideal_line__Pr_DragDrop	sd_dev_ideal_line__Pr_DragDrop	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_DragDrop	Working_time_Con_DragDrop	mouse_dist__Con_DragDrop	speed_mean__Con_DragDrop	speed_sd__Con_DragDrop	pos_accel_mean_Con_DragDrop	pos_accel_sd_Con_DragDrop	neg_accel_mean_Con_DragDrop	neg_accel_sd_Con_DragDrop	angle_mean__Con_DragDrop	angle_sd__Con_DragDrop	x_flips__Con_DragDrop	y_flips__Con_DragDrop	total_dev_ideal_line__Con_DragDrop	mean_dev_ideal_line__Con_DragDrop	sd_dev_ideal_line__Con_DragDrop	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
6wo7nbsFkhhfvwveIhCuKYjbANz1	26.582	24.75	16039.89047971258	648.4693603515625	1026.817626953125	10.582890510559082	20.13177490234375	-10.07265567779541	19.421545028686523	8.45239804956131	17.348527701121718	39.0	31.0	6236.780949137334	10.075575038994076	11.412393692103624	1.0	3.0	2.5	3.75	2.5	1.0	20.469	19.264	11921.431661411432	618.9736328125	920.4004516601562	10.078842163085938	19.221498489379883	-8.961479187011719	17.00632667541504	7.505651802955829	15.480679381118126	28.0	20.0	7098.3315830947795	10.706382478272669	10.653319911642642	2.0	3.0	2.25	3.75	2.25	0.0	0.0	1979.0	1.0	5.0
727z5KMIwlUuqKHgcX6NgaHPdlj2	40.041	37.255	17682.10477417075	474.7510986328125	844.7578125	7.497117519378662	18.822816848754883	-6.867121696472168	15.753864288330078	7.394506379756631	19.494992109898895	44.0	48.0	7792.983544792622	7.887635166794151	9.563645334271843	0.0	3.0	3.0	4.0	3.0	0.0	39.73	36.8	17842.441334451814	484.9148864746094	814.0962524414062	8.70550537109375	18.320934295654297	-7.925465106964111	17.153018951416016	7.784518732417654	18.98510703977748	47.0	55.0	9858.224979479979	10.100640347827847	9.219591289591767	0.0	3.0	3.0	3.75	3.0	0.0	0.0	1953.0	1.0	5.0
75xlGNR9TTejWRLIios2bibaGXS2	38.153	34.145	13826.289298752768	404.98797607421875	951.3300170898438	10.5032377243042	31.663455963134766	-10.094232559204102	28.245962142944336	6.2506959155411	19.52785776653921	37.0	33.0	10322.375642004195	13.082858861855762	14.929841812793699	0.0	4.0	2.5	3.5	1.75	0.0	39.517	36.656	15293.953262900935	417.3544616699219	941.5282592773438	10.358244895935059	29.8487491607666	-10.124135971069336	29.677995681762695	6.317192966753056	18.702274059520782	35.0	40.0	10053.386992184725	13.65949319590316	15.650064997874582	0.0	2.0	2.25	3.5	2.0	0.0	0.0	1974.0	1.0	3.0
77gueL6QglPjRXWla7fIV1LBT1z1	49.35	46.698	15474.609424759205	331.3975830078125	618.7382202148438	7.419477939605713	18.789508819580078	-7.107649803161621	18.287269592285156	9.258020208720867	19.78967586204224	47.0	72.0	19587.63173858831	12.484150247666227	14.543006395256983	0.0	4.0	2.75	3.5	3.0	0.0	49.302	46.516	19939.859525062137	428.6759033203125	796.8921508789062	10.47350788116455	25.237462997436523	-9.730481147766113	23.07154083251953	10.469457670600372	21.094052168044225	53.0	72.0	18266.42829217674	15.692807811148402	15.282075754523005	0.0	4.0	3.0	3.5	3.0	0.0	1.0	1954.0	1.0	5.0
788bpo0H6XhvNODeSOdFQ2VNwH32	33.456	31.677	16474.012692610002	520.2593383789062	849.0682373046875	7.1275482177734375	12.706979751586914	-7.437757968902588	14.624009132385254	8.55943154720898	17.4747599703045	37.0	39.0	8820.046401794229	10.437924735851158	10.232257694174505	2.0	3.0	1.75	2.75	2.0	0.0	97.158	94.186	16218.983832179436	172.20347595214844	570.5311279296875	2.416250705718994	9.805061340332031	-2.3563807010650635	9.064226150512695	16.6136188920804	16.011928533020757	31.0	44.0	9193.57138121345	12.274461123115422	15.514899781112868	2.0	3.0	1.75	3.0	2.0	0.0	0.0	1970.0	1.0	3.0
79oYa8JAygeko9Q3OXn054RIdVY2	26.741	25.723	14209.943245968949	552.7010498046875	906.7864379882812	9.488624572753906	17.981203079223633	-9.072718620300293	17.021663665771484	8.482751002147308	18.832897133511402	29.0	26.0	9403.76437960849	13.530596229652504	13.757254252920326	2.0	3.0	2.25	3.0	1.5	0.0	29.414	28.207	15546.636276495028	551.2991333007812	768.8711547851562	9.189093589782715	15.911504745483398	-9.091123580932617	15.587386131286621	8.136863953334553	15.463741159230343	31.0	34.0	10683.422771619946	14.920981524608862	12.537173105596212	1.0	3.0	3.0	3.75	1.5	0.0	0.0	1996.0	1.0	5.0
7CC3Eri3AJdW16Smwx0y5cQXAXe2	48.391	45.951	17568.924908789915	382.390380859375	795.2743530273438	8.275303840637207	27.986665725708008	-8.367602348327637	21.219587326049805	7.829826477386791	18.59992555468692	45.0	53.0	11067.367316297112	10.97953106775507	12.73626660064486	2.0	4.0	2.75	3.5	3.0	0.0	55.245	52.032	18058.4884271555	347.1451110839844	736.3707885742188	8.164628028869629	21.79694938659668	-8.0264892578125	18.800031661987305	7.514845387232151	18.603893871539512	52.0	54.0	9911.439642406098	8.618643167309651	8.077063498226586	4.0	4.0	2.25	3.0	3.0	0.0	1.0	1963.0	2.0	4.0
7D1hy1bD7HcVDU4sXQeDwVFgBLN2	39.303	37.247	18737.264896657423	503.08135986328125	885.98876953125	8.739673614501953	19.200408935546875	-8.123994827270508	17.236127853393555	8.420313318657104	18.319588436608317	57.0	45.0	10568.036736344362	12.259903406431974	12.52454419885141	2.0	4.0	2.25	3.5	2.5	0.0	49.146	43.617	20962.442330800863	480.73486328125	830.2463989257812	8.156534194946289	19.216413497924805	-7.456058025360107	15.816202163696289	8.554430904190127	18.185337958188995	61.0	66.0	10192.651732731636	10.639511203268931	12.178025615653377	2.0	3.0	2.25	3.5	2.25	0.0	1.0	1979.0	1.0	5.0
7Ethm7IEq2Po4QYBGwCm9frn0D92	44.468	42.112	15937.108776328561	378.50872802734375	720.979736328125	6.334931373596191	16.359811782836914	-6.1248955726623535	13.253032684326172	7.473775188000167	17.73560831890625	45.0	49.0	14448.352489143752	14.305299494201735	15.160442011832796	2.0	1.0	1.5	2.0	2.25	2.0	36.777	33.592	12767.080592531649	380.1423645019531	730.6914672851562	6.747463703155518	18.609155654907227	-6.388667583465576	17.292098999023438	7.152808011921355	16.72005823970023	26.0	38.0	12827.182872932708	13.942590079274682	15.719367961313454	1.0	3.0	1.75	2.0	2.25	1.0	1.0	1973.0	1.0	6.0
7GWnZvDsaXYY0EZmMqWsGv4KitP2	34.966	33.585	14623.111327217075	435.6005859375	783.7216796875	7.4977240562438965	21.264636993408203	-7.302069664001465	18.464452743530273	7.741312809474037	18.49705353194913	35.0	48.0	10031.99199471922	10.526749207470324	13.410013135991392	1.0	3.0	1.5	1.75	1.75	2.0	34.813	32.81	16329.547583547817	497.77618408203125	814.4751586914062	9.314104080200195	22.70297622680664	-8.975812911987305	21.069717407226562	9.394117823711976	19.77276458092018	41.0	53.0	8678.777090813663	9.505779946126685	11.09452947158523	3.0	2.0	1.5	2.0	1.75	3.0	1.0	1961.0	2.0	5.0
7HdEFfpfoKTrFQoj5BEPkTNZ4dq1	63.961	62.307	21061.601612600745	338.0945739746094	630.3414916992188	7.627996444702148	20.149866104125977	-7.701019763946533	20.357187271118164	9.300217718809979	21.927019456514504	92.0	75.0	17866.36293822289	12.62640490333773	14.520614358056822	1.0	2.0	2.75	3.25	1.75	1.0	28.791	25.925	14012.55935624503	540.6079711914062	856.5017700195312	9.42034912109375	20.221975326538086	-9.343077659606934	17.636882781982422	9.62148365690926	19.90788407552948	32.0	28.0	7440.024263315168	9.90682325341567	11.901233082233484	1.0	2.0	2.75	3.0	1.5	1.0	0.0	1963.0	2.0	5.0
7LsZfLFQPgbguSeSvK0b6ot3EIn1	34.741	32.769	13132.066569182338	400.85675048828125	716.5237426757812	6.498525142669678	14.546021461486816	-6.327361583709717	15.976390838623047	9.044550242106101	18.626569748507716	44.0	34.0	10546.539423765185	9.865799273868275	12.38229251240805	0.0	4.0	2.75	3.0	3.0	0.0	30.174	27.968	12188.803822519629	435.93719482421875	815.608642578125	7.89192533493042	21.036813735961914	-7.814666271209717	20.070579528808594	9.297996259622588	18.128287637277577	31.0	31.0	10795.395936215853	10.926514105481633	13.023173127423052	0.0	4.0	3.0	3.0	3.0	0.0	1.0	1957.0	2.0	2.0
7W9ozOPxiMSZ9tKA4YwSBx5XWb73	36.361	35.456	19263.101681232263	543.4645385742188	990.389404296875	9.64993667602539	21.19414710998535	-9.373564720153809	20.51820182800293	8.30261698683355	17.896233602459343	51.0	48.0	11233.70911025994	15.602373764249917	17.864466328751334	2.0	2.0	1.5	1.75	1.5	2.0	34.382	30.724	13973.420932776055	454.86395263671875	815.195068359375	7.7360005378723145	17.317750930786133	-7.101241111755371	15.690874099731445	7.735403248536642	17.606792546183446	35.0	31.0	7201.404746141428	9.024316724488006	10.112248606903302	2.0	2.0	1.75	1.75	1.5	2.0	0.0	1977.0	2.0	5.0
7aCIKgDxuuTkT9roMATu41a6PED3	37.127	36.2	15856.810189203352	438.0939636230469	848.6542358398438	9.214305877685547	24.392791748046875	-8.777074813842773	22.04692268371582	8.186502169056006	18.809900969553876	41.0	39.0	8261.284554065185	8.873560208448104	9.615843682472466	1.0	4.0	3.0	4.0	3.0	0.0	40.378	37.673	16611.624846139952	441.0361328125	861.8865966796875	9.258978843688965	23.84010124206543	-8.957047462463379	22.389530181884766	8.119922376536605	19.955933246161173	49.0	43.0	9499.872731228745	10.359730350303975	11.765895053990272	0.0	4.0	3.0	4.0	3.0	0.0	1.0	1948.0	2.0	5.0
7dJZzLawTbaZu7Z7z2S1H5THHih1	56.476	51.002	15774.441172334711	309.30279541015625	596.5999755859375	4.518342018127441	10.828261375427246	-4.450010776519775	11.279047966003418	9.066801660919234	19.696645562264134	55.0	48.0	12568.799380484284	9.88113158843104	10.204637992560832	2.0	3.0	2.0	2.75	1.5	1.0	42.168	38.655	15869.725466756237	410.70721435546875	665.2027587890625	6.3027544021606445	13.183809280395508	-6.174790382385254	12.985223770141602	9.502086801651805	20.20411257607937	51.0	48.0	16399.894487633166	16.38351097665651	18.424709868998562	1.0	3.0	2.0	2.25	1.75	2.0	0.0	1944.0	2.0	4.0
7ibj1XdPSVgyUTnqku5ffKalT1z1	31.68	30.384	14741.227763407858	485.3078918457031	1110.4652099609375	10.39361572265625	30.565332412719727	-9.520340919494629	26.179302215576172	6.953352597912368	17.84051080013605	40.0	39.0	8263.63420111556	12.242421038689718	13.590249815579005	0.0	3.0	2.75	3.0	1.5	1.0	32.949	29.959	14450.768346883802	482.4159240722656	1093.4503173828125	10.19347095489502	27.076446533203125	-9.824278831481934	25.00148582458496	7.249910487989556	19.29207595754404	42.0	34.0	6519.733954928939	9.863440173871314	8.863852557036813	0.0	3.0	2.5	3.25	1.75	0.0	1.0	1974.0	1.0	3.0
7lA0HDLWxsSEPbKIchnlg0XaMLE2	29.48	28.288	13652.545001080709	482.8486633300781	767.8658447265625	7.780436992645264	18.13402557373047	-8.066898345947266	21.0200138092041	9.322110597953605	20.828985178215166	35.0	33.0	6031.751172372476	8.063838465738604	7.122514020442416	1.0	3.0	2.25	3.5	2.0	1.0	30.84	28.949	14019.381537861378	484.5129089355469	754.4336547851562	8.372989654541016	18.171573638916016	-8.043588638305664	17.58605194091797	8.905860266701358	18.83306758329337	37.0	34.0	8963.674779489558	10.971450158493951	11.777414818930005	2.0	3.0	2.25	3.0	1.75	0.0	0.0	1975.0	1.0	3.0
7nRrqKcBrAbNS254Jcqz5Gwmnho2	35.461	33.452	12780.35049247597	382.0732727050781	636.0619506835938	5.511849403381348	12.341865539550781	-5.582459449768066	11.774582862854004	6.938046072311805	18.1930757472001	31.0	42.0	8428.928536336221	9.823926033025899	11.256253751100457	0.0	2.0	2.5	2.25	2.75	2.0	37.67	35.572	16090.181537936267	452.4161682128906	765.4688720703125	7.190090179443359	14.827938079833984	-7.017856597900391	14.801397323608398	8.335783952482828	19.111250836316643	48.0	55.0	9575.83804677162	11.495603897685017	11.628628914035083	1.0	3.0	2.5	2.0	2.25	1.0	0.0	1966.0	1.0	3.0
7poHQwYzq3V2QV4ESvahlPoBRx93	23.917	22.837	12019.203782872915	526.46533203125	796.9430541992188	7.799281597137451	14.7703275680542	-7.435057640075684	14.20732593536377	9.287145072486293	21.98465456310769	36.0	26.0	5636.773765148439	7.950315606697376	9.716145591615456	1.0	3.0	2.25	3.25	2.5	0.0	26.019	23.194	11479.952025645682	495.0389404296875	717.473876953125	6.60028076171875	12.153963088989258	-6.577895164489746	12.515371322631836	8.99270734287384	20.717042994884224	29.0	28.0	4573.473563128153	6.765493436580107	7.487416879712233	0.0	4.0	2.5	3.25	2.25	0.0	1.0	1966.0	1.0	5.0
7qZEeY67k0beanMyleJ3Gv6dMrQ2	36.952	33.129	13198.534841520936	398.5065002441406	714.6616821289062	6.240940570831299	14.309886932373047	-6.3064680099487305	13.981310844421387	7.989565785010165	19.450243620052422	39.0	39.0	11914.313263280685	12.244926272642019	15.82584470870115	1.0	2.0	1.75	3.5	2.25	0.0	29.625	28.004	12396.935352947132	442.9058837890625	655.9330444335938	5.646939754486084	11.392468452453613	-5.781310081481934	10.47126579284668	8.032252589711646	19.230136450580456	32.0	29.0	13761.791827727153	15.90958592800827	19.33099924090255	1.0	2.0	2.0	3.0	2.25	0.0	0.0	1959.0	1.0	3.0
7woOLmOzDyM4rNRsOAk8PDK7XYG3	38.246	35.633	15830.182475936059	444.3559875488281	969.9946899414062	11.377233505249023	29.98379135131836	-10.838332176208496	29.14199447631836	11.100223488018841	23.02899148977703	64.0	49.0	11380.628937300997	12.107052060958507	17.638791055412593	2.0	2.0	2.0	3.5	3.0	1.0	41.222	37.976	17596.120368892058	463.48272705078125	929.693115234375	12.521743774414062	30.45892333984375	-12.04800796508789	28.740381240844727	10.926557777291936	21.56263791130512	73.0	55.0	8686.988306885816	11.949089830654493	13.088461888696793	2.0	2.0	1.75	2.5	2.25	1.0	0.0	1975.0	1.0	3.0
7xwUMyRgl7dqStkpa5EJu9oswV02	30.176	28.735	12899.526889871468	449.0697021484375	937.8099975585938	9.499666213989258	26.529205322265625	-9.127187728881836	24.169584274291992	8.569781434416516	19.557029910190668	35.0	23.0	7575.172558672686	8.162901464086946	8.974259706982703	2.0	2.0	2.0	2.0	1.75	1.0	34.971	32.441	14749.752365340715	454.81817626953125	964.4224853515625	10.440875053405762	28.461477279663086	-10.070178985595703	24.908933639526367	9.47072913714473	20.637052302911577	46.0	35.0	8072.628793501257	8.228979402141954	9.500213872199055	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1965.0	1.0	4.0
7zJnjmlzLnS4wYUrGdGHdcoMMSg2	33.527	32.24	19080.314635722025	591.9129638671875	1397.67041015625	15.513189315795898	43.20003128051758	-14.489636421203613	43.42196273803711	12.039748972715946	22.558560375060264	50.0	52.0	8569.559202777085	11.935319223923518	13.569291636262662	1.0	2.0	2.5	3.25	1.75	0.0	24.055	21.633	13731.733032098124	634.8466796875	1342.6875	16.204078674316406	37.967529296875	-15.339326858520508	34.982826232910156	11.431780292749872	22.77646055871498	33.0	39.0	6413.485153836133	10.618352903702206	12.328769494017424	2.0	2.0	1.75	3.25	1.5	0.0	0.0	1962.0	2.0	3.0
80cWM4TCgrSMShNDvekTZxUKZjf2	24.119	22.083	11943.41204213128	540.9154052734375	800.9227294921875	7.753107070922852	15.033490180969238	-7.430689811706543	13.671359062194824	7.019538005168279	15.536554050933747	21.0	23.0	5987.393868998901	9.995649196993156	10.690685834639018	2.0	2.0	2.25	3.5	2.0	0.0	25.544	22.443	11807.876991075169	526.19775390625	792.1477661132812	7.473104000091553	13.60444450378418	-6.875102996826172	12.477163314819336	7.320988806472479	15.20946756465192	25.0	23.0	10596.930167768965	15.69915580410217	14.431125988738131	0.0	1.0	2.25	3.5	2.0	0.0	1.0	1969.0	1.0	3.0
84ti6AeVvvhEWgc1w6JMfbmOxqY2	31.795	30.265	12065.709505988782	398.8005065917969	613.1323852539062	8.005428314208984	17.87212371826172	-7.689225196838379	17.69841194152832	8.970500887488294	18.80067853431094	30.0	23.0	9671.868236474467	9.899558072133539	8.778764864334757	0.0	3.0	2.25	2.5	1.5	0.0	39.568	37.624	16724.848078085735	444.57330322265625	692.7191772460938	9.284205436706543	21.62239646911621	-8.739856719970703	19.3869571685791	9.722113605173034	19.491018630920586	53.0	31.0	9303.922200743207	11.57204253823782	12.753045543475757	2.0	3.0	3.0	3.5	1.75	0.0	0.0	1976.0	1.0	5.0
87MaD1C4MZOJOM0gEDFMsGWKrLG3	30.893	28.533	12743.41021431177	446.6670227050781	822.7390747070312	8.663471221923828	19.385162353515625	-8.437633514404297	19.034467697143555	7.990000484438248	18.08739480637197	33.0	27.0	9102.813669794441	10.47504449918808	10.898246324364656	1.0	3.0	2.25	3.25	2.5	2.0	35.942	32.449	12831.853692640041	395.4955749511719	802.986083984375	7.754370212554932	19.731592178344727	-7.554618835449219	19.01768684387207	7.770660585008217	17.639007800141474	24.0	32.0	8897.541454701595	9.67124071163217	10.535975282919892	1.0	3.0	2.25	3.0	2.75	2.0	1.0	1953.0	2.0	3.0
8CWaOxkEmgSHCDEkbrTBmsavPep2	40.403	35.589	11718.401209720447	329.3536071777344	679.527099609375	5.056717395782471	14.582826614379883	-4.706058979034424	14.264289855957031	6.439605325285781	16.493100055559413	22.0	30.0	8011.97981273758	7.494836120428045	9.064718230725846	0.0	4.0	4.0	4.0	3.0	0.0	32.203	26.201	11702.24054015777	446.8209533691406	754.3851928710938	7.175101280212402	16.86124038696289	-6.455639362335205	14.955421447753906	7.817038204443535	18.100296456712705	23.0	23.0	8996.784875884918	11.699330137691701	10.760033108375978	0.0	4.0	3.5	4.0	3.0	0.0	1.0	1966.0	1.0	1.0
8LSXZJHpLjfa4XGuvp0sarGqPDl2	41.622	38.432	14906.447324668625	387.8857116699219	709.1610717773438	8.522832870483398	21.763919830322266	-8.044486045837402	21.377103805541992	6.291231993136056	15.319262415557986	31.0	37.0	10290.396524173872	11.076853093836245	8.636521093370467	1.0	3.0	3.0	3.5	2.75	1.0	45.562	37.682	20615.461565491154	547.1195068359375	1718.4637451171875	11.594182014465332	60.061336517333984	-11.21795654296875	71.18306732177734	6.521125024945593	16.52323882818369	41.0	49.0	11924.428134040281	16.09234565997339	18.110496653152417	2.0	2.0	2.75	3.25	2.25	1.0	1.0	1974.0	2.0	2.0
8U605FceHePqR91NbqLsS7HJLVD2	41.257	37.541	14666.239727042743	390.787109375	826.7650146484375	7.179952621459961	18.375896453857422	-7.47199821472168	19.080171585083008	8.782774011021877	22.37088965714334	54.0	44.0	7833.95914273727	7.921091145335965	8.062100111958685	2.0	3.0	2.25	2.75	2.75	2.0	38.943	36.026	14413.858994381526	400.2182312011719	841.5819091796875	7.996677875518799	19.60513687133789	-8.341485023498535	23.02269172668457	8.451389087161925	21.47099315452287	45.0	34.0	9367.113820943036	9.607296226608241	10.485380455346437	2.0	2.0	1.75	2.0	2.75	2.0	1.0	1958.0	2.0	3.0
8W1NTUAdjNcjITgViQy5T8hDa7E2	42.1	40.072	11782.505160127948	294.0847473144531	558.0878295898438	5.330129623413086	13.849347114562988	-5.335516452789307	15.010481834411621	6.2452641767533965	16.94891134434498	25.0	29.0	12085.908939273162	9.955443936798321	8.710623021021775	0.0	2.0	3.5	3.5	2.5	0.0	41.494	39.322	11776.87769928758	299.5517578125	579.4298706054688	5.627302646636963	13.562783241271973	-5.702394962310791	13.990452766418457	6.386721457623221	16.903048710422446	23.0	29.0	11409.176563990586	10.278537445036564	8.462568311725246	0.0	2.0	2.0	2.25	2.75	0.0	1.0	1970.0	2.0	2.0
8WPhAzal2mTgdYyCFPlGIL2BMl72	36.23	33.154	12286.398366434802	370.63043212890625	616.98876953125	5.268327236175537	13.117600440979004	-5.020663261413574	10.250314712524414	6.483388347953068	15.636160865005978	37.0	34.0	15947.35062847306	15.08737050943525	15.991405310600442	0.0	4.0	3.0	4.0	3.0	0.0	32.597	28.641	13472.733570289945	470.4988098144531	761.177734375	7.231854438781738	16.15409278869629	-6.860798358917236	14.474162101745605	7.0443453909353355	18.09350155539482	42.0	40.0	14050.413362167776	16.948628904906847	16.95931491680024	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1958.0	1.0	2.0
8WsgmKpfMdW7vfn3l0NEfWnM2B42	40.662	38.97	14113.444666907802	362.30126953125	770.5684814453125	6.465613842010498	16.988428115844727	-6.18629264831543	16.905364990234375	7.416672499347533	18.085161933108207	32.0	35.0	10879.940296043422	10.989838682872143	11.822644376322641	2.0	3.0	2.5	2.75	2.5	0.0	38.065	35.918	14108.800872612224	392.89337158203125	665.8720703125	6.1461286544799805	13.553821563720703	-6.001986026763916	12.709732055664062	7.623686574056568	17.738501307106826	37.0	33.0	12296.621588133072	13.69334252576066	16.283113320531665	1.0	2.0	2.25	2.75	2.25	2.0	1.0	1943.0	2.0	5.0
8bAy8RujqPeDJf1ZEZgq5htUFdy2	26.016	25.281	16009.610215146713	633.4168701171875	1028.92578125	11.752277374267578	22.75475311279297	-11.459726333618164	24.851398468017578	10.01596648024817	19.457842673396055	34.0	31.0	7179.155366047949	11.523523862035232	12.841483470438092	1.0	4.0	2.5	3.25	2.0	0.0	27.094	25.48	15485.44639234266	607.9877319335938	918.8406982421875	11.023752212524414	20.65777015686035	-10.075425148010254	19.566755294799805	9.312929191695758	19.668147907380686	29.0	28.0	5425.066167621107	8.68010586819377	8.795493463846292	3.0	4.0	2.25	2.0	3.0	3.0	0.0	1998.0	2.0	4.0
8tnNy472YbOOlk5uiDqyPCxwofc2	45.189	43.334	19801.799383894562	457.1052551269531	893.82861328125	9.14720344543457	22.230762481689453	-9.35194206237793	23.37471580505371	9.323856768915654	20.470437070689282	69.0	83.0	12240.167662995613	12.83036442662014	11.730567646998207	0.0	4.0	2.25	3.5	2.75	0.0	34.81	32.317	15404.1850829703	476.76214599609375	866.7548828125	9.286438941955566	20.50837516784668	-9.609292030334473	21.66708755493164	8.16557283008146	19.520544656903876	47.0	41.0	8280.286519466921	10.363312289695772	11.469907005913951	0.0	3.0	2.25	3.5	2.75	0.0	1.0	1958.0	2.0	4.0
8uNtlcAuvSYUtaG0KvulNpm60XM2	40.311	38.17	12975.555777950825	340.0303039550781	515.3071899414062	4.2992424964904785	9.679932594299316	-4.18686580657959	9.392729759216309	7.470796023591582	17.546100941080375	30.0	42.0	13269.84261879038	11.569174035562668	10.972857871304381	0.0	4.0	2.75	3.75	2.75	0.0	36.941	34.214	12670.441311109615	370.4807434082031	552.5474853515625	4.923275470733643	9.937867164611816	-4.749342918395996	9.52231502532959	7.809674819902168	18.558886667778893	32.0	38.0	10101.229757122179	9.19129186271354	11.575146577783892	1.0	4.0	2.75	3.5	3.0	2.0	1.0	1944.0	1.0	3.0
8uSTsB9wipdKgRsJHJsdGcFku8C3	41.821	38.729	13290.554393196348	343.2921447753906	754.8493041992188	9.93195629119873	27.74305534362793	-9.764411926269531	26.626752853393555	8.957752164393682	22.989557885133944	49.0	53.0	12301.241536988631	10.92472605416397	13.647521603826535	2.0	2.0	2.75	3.75	3.25	0.0	33.98	31.025	12652.082070927136	407.8685607910156	824.1895141601562	11.860901832580566	30.858932495117188	-11.455408096313477	28.708663940429688	9.12402832262755	20.40630774666023	33.0	41.0	11277.071145628797	11.673986693197513	14.066066821458634	2.0	2.0	3.0	4.0	2.75	0.0	1.0	1954.0	2.0	5.0
8v9ACyox1xWGr1GfiudMBDC5hPz2	53.832	51.338	21030.070468946564	409.70330810546875	804.552490234375	7.4885149002075195	17.032760620117188	-7.612135887145996	21.08391571044922	11.938280999784451	23.50064223571019	82.0	77.0	11721.419773220532	9.222202811345817	11.596032040068275	2.0	1.0	1.5	2.5	1.5	0.0	37.252	34.911	17356.746192835486	497.2567138671875	987.473388671875	9.513422012329102	23.379146575927734	-9.727194786071777	22.42485809326172	10.795864128342503	21.812766590004266	56.0	52.0	10627.979732764681	11.15212983501016	13.60501875349682	2.0	1.0	1.5	2.0	1.5	2.0	0.0	1955.0	1.0	3.0
8vwLqzD3NNd8Se26CL44arlrtkD3	47.532	45.607	17904.23973681035	392.6368408203125	778.4658813476562	6.382361888885498	16.992721557617188	-6.234213829040527	15.373814582824707	7.174336701047257	17.69793873609577	51.0	47.0	11657.778703029693	11.30725383417041	15.436847051507124	0.0	3.0	2.0	2.75	2.5	0.0	44.411	41.524	17569.1475486568	423.1490173339844	752.7244873046875	7.001953125	16.276819229125977	-6.681397914886475	14.995612144470215	7.8207190175755015	18.394284205350694	52.0	51.0	9321.708072017624	8.810688158806828	7.913974559572879	1.0	2.0	2.25	3.0	2.5	0.0	0.0	1954.0	1.0	2.0
8zWuXQwwr5XMHghZ3zsSiHCJBAb2	38.325	36.55	15529.230771299985	424.9926452636719	824.7430419921875	8.176522254943848	21.393688201904297	-8.322456359863281	21.05998420715332	8.939864381325815	20.425578526509966	48.0	56.0	9851.626142506617	10.502799725486799	12.262517432019923	0.0	2.0	2.5	2.5	2.5	1.0	40.166	36.352	19059.555322934277	524.406494140625	982.5862426757812	10.620814323425293	25.959714889526367	-10.823429107666016	27.248332977294922	9.495576058751292	20.764551303911993	53.0	62.0	8590.88204780838	10.071374030256013	11.120029382349667	1.0	1.0	1.5	1.5	2.25	2.0	0.0	1964.0	2.0	5.0
8zwGrpXSMYMHlpnJBC1IlX3fY4c2	30.352	28.796	11733.633192520461	407.6301574707031	661.2310180664062	6.085308074951172	13.359766006469727	-5.728409290313721	12.203951835632324	7.350922606540564	17.004846712397015	41.0	25.0	11097.415762227494	13.549958195637966	13.535504796734127	1.0	2.0	1.25	2.0	2.0	0.0	30.28	28.225	11672.252577142786	413.68963623046875	601.3800659179688	5.65201997756958	12.1495361328125	-5.2308349609375	10.01988697052002	6.531274372244598	15.30670879441038	26.0	17.0	10063.023105208315	11.824939019046198	12.240576145042612	1.0	1.0	1.0	1.75	1.75	1.0	1.0	1971.0	1.0	5.0
91ASfZCXZRRWsrXRcUJt1Qp77Ni2	35.561	33.479	11529.734805501965	344.5311584472656	600.8896484375	6.631560802459717	15.119377136230469	-6.297056198120117	13.465625762939453	7.048734741771502	14.164134429961717	21.0	20.0	12317.882965651415	11.269792283304131	9.60793384457801	0.0	0.0	1.5	1.75	2.0	0.0	41.181	37.03	14043.61291227076	379.35205078125	697.831298828125	7.721026420593262	19.390798568725586	-7.448281764984131	18.740842819213867	6.303468221122028	14.45169514969545	26.0	23.0	12552.702752490535	12.99451630692602	12.394707166461677	1.0	1.0	2.25	2.75	1.75	3.0	1.0	1963.0	2.0	4.0
