ID	Task_duration_Pr_FollowBox	Working_time_Pr_FollowBox	mouse_dist__Pr_FollowBox	speed_mean__Pr_FollowBox	speed_sd__Pr_FollowBox	pos_accel_mean_Pr_FollowBox	pos_accel_sd_Pr_FollowBox	neg_accel_mean_Pr_FollowBox	neg_accel_sd_Pr_FollowBox	angle_mean__Pr_FollowBox	angle_sd__Pr_FollowBox	x_flips__Pr_FollowBox	y_flips__Pr_FollowBox	In_target_ratio__Pr_FollowBox	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_FollowBox	Working_time_Con_FollowBox	mouse_dist__Con_FollowBox	speed_mean__Con_FollowBox	speed_sd__Con_FollowBox	pos_accel_mean_Con_FollowBox	pos_accel_sd_Con_FollowBox	neg_accel_mean_Con_FollowBox	neg_accel_sd_Con_FollowBox	angle_mean__Con_FollowBox	angle_sd__Con_FollowBox	x_flips__Con_FollowBox	y_flips__Con_FollowBox	In_target_ratio__Con_FollowBox	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
00TRzV9mL7Vchd3wTP7GQeXQoP12	25.509	24.974	7439.355399506739	298.0511169433594	206.00106811523438	5.480714321136475	5.428727149963379	-5.767806053161621	6.474915504455566	7.624495394945033	10.201850560904562	21.0	10.0	0.5603511338697879	2.0	1.0	1.75	1.25	1.5	2.0	26.48	25.074	7194.13871055958	287.019287109375	225.640625	4.763088226318359	5.283810615539551	-4.940213203430176	5.81879997253418	7.269499899555991	10.424764142835997	11.0	9.0	0.6233666410453498	2.0	2.0	1.75	1.25	1.25	1.0	1.0	1976.0	1.0	3.0
00ab0X0B6JQVYBrc8xU6GHIOxEL2	26.738	25.179	7477.327290494668	297.072998046875	216.03396606445312	5.428890228271484	5.626395225524902	-5.501788139343262	6.1273932456970215	9.213999650676234	12.628677477004889	25.0	15.0	0.6276060388209921	1.0	4.0	2.0	2.5	1.5	0.0	26.569	23.246	7515.667040599512	323.46319580078125	430.8009338378906	6.103167533874512	10.091509819030762	-6.202221393585205	11.887460708618164	9.350429653672181	15.440184874951154	34.0	34.0	0.27711941659070194	1.0	3.0	2.5	2.75	1.75	1.0	1.0	1952.0	2.0	5.0
06OMljv8cMRWXdQzI0PcuHVLTnQ2	26.119	25.147	6457.825869021341	256.8745422363281	244.22900390625	6.82921028137207	8.601545333862305	-6.72415828704834	8.80034065246582	14.623733408398373	20.24149202308342	75.0	72.0	0.03891977760127085	1.0	2.0	2.0	1.5	1.75	2.0	37.762	25.034	7639.832616191941	305.3490295410156	430.75897216796875	7.441810131072998	15.429096221923828	-7.447543621063232	15.794620513916016	11.290215078233645	19.459969068613418	55.0	41.0	0.2917505030181087	3.0	1.0	1.75	2.0	2.0	1.0	0.0	1950.0	2.0	5.0
0FJuIKlKgoUhc4jzmewtctIch3x2	25.698	24.983	7415.838071605582	296.9304504394531	211.2408447265625	3.9053878784179688	4.183911323547363	-4.175831317901611	4.47977352142334	7.173119814251548	9.96182118797174	15.0	13.0	0.805378627034678	0.0	4.0	2.75	4.0	2.25	0.0	25.785	24.982	7167.162399798915	286.97344970703125	174.7869415283203	3.589174270629883	3.5104620456695557	-3.710181474685669	3.7315471172332764	6.737912617706188	10.153744085061982	16.0	14.0	0.8926553672316384	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1962.0	2.0	3.0
0Gkv1uh990bMQ4dRYJmrmksZpyy2	26.887	24.996	7304.094044185508	292.28070068359375	245.66030883789062	5.1493401527404785	6.843565940856934	-5.114551067352295	6.976986885070801	8.229910347457759	12.352716670117495	18.0	12.0	0.41705790297339596	1.0	3.0	2.25	2.75	2.25	0.0	28.003	25.084	7252.16653769795	289.1613464355469	270.4387512207031	5.265837669372559	6.731172561645508	-5.5255632400512695	7.47468376159668	7.843041283401588	11.606279957686233	10.0	9.0	0.35411855273287146	1.0	3.0	2.25	2.75	2.25	0.0	0.0	1951.0	2.0	3.0
0SGumftAKiSMAHmiRFgYWKTuJBv2	25.689	24.991	7072.354519399345	283.00738525390625	257.68585205078125	5.219336032867432	6.497953414916992	-5.433616638183594	7.2620110511779785	8.513570294193782	11.843603841878634	12.0	12.0	0.587218045112782	2.0	2.0	2.25	3.5	3.0	1.0	26.371	24.991	7049.553441111151	282.0950012207031	250.13868713378906	5.401778697967529	6.475530624389648	-5.644069671630859	6.951661586761475	9.08520441408104	13.044583008276165	13.0	12.0	0.634184068058778	2.0	2.0	2.5	3.25	3.0	0.0	1.0	1960.0	2.0	4.0
0dId8WvZJXOQVEq2yiClTP09BA52	26.287	24.98	7160.8485876066525	286.7206726074219	214.26963806152344	5.988440036773682	6.571500301361084	-6.000176906585693	6.546774864196777	11.106340609838837	14.031451327587794	19.0	14.0	0.5193525686136523	2.0	2.0	1.75	2.5	1.5	2.0	27.283	24.98	7495.264056271693	300.1106872558594	199.7724609375	6.341485977172852	6.9969563484191895	-6.097837448120117	7.124635696411133	10.934833399846108	13.56588185005147	12.0	16.0	0.5493741307371349	4.0	0.0	1.5	0.75	1.75	4.0	0.0	1978.0	1.0	3.0
0fsPLgG0FMhnICv9c2EVyG4rxri1	25.8	25.018	7106.3740455468	284.1981201171875	220.2447509765625	5.746704578399658	6.60789680480957	-5.63967752456665	6.828525066375732	7.291219042192977	12.17412539440144	13.0	12.0	0.5325704225352113	2.0	3.0	2.0	3.0	2.25	1.0	26.26	25.018	7275.863667975891	290.9763488769531	227.59420776367188	6.14659309387207	6.703081130981445	-6.114156246185303	6.943704128265381	7.346117043212714	10.884432781416614	16.0	14.0	0.5217391304347826	2.0	2.0	1.75	1.75	2.0	2.0	1.0	1966.0	1.0	5.0
0hviV1NhqqfHA4DiNQhduEe6US13	25.626	24.983	7044.544547574167	282.0638427734375	189.65847778320312	4.512922763824463	5.0516252517700195	-4.4150543212890625	4.63734245300293	7.782293268003462	9.266989256123557	13.0	9.0	0.7178947368421053	0.0	3.0	2.5	3.5	2.0	0.0	25.983	24.983	7121.212798250137	285.1336669921875	166.86178588867188	4.319384574890137	4.371974468231201	-4.472832679748535	4.877028942108154	6.783757748634888	9.426804680830868	12.0	10.0	0.7346796657381616	0.0	3.0	2.25	3.5	2.0	0.0	1.0	1989.0	1.0	4.0
0oBlAr5vhCMKUUWqF368klmi1s53	27.193	24.958	7747.352843191147	310.577392578125	399.55621337890625	7.937690734863281	13.203511238098145	-7.948153495788574	15.084084510803223	12.292188958724598	20.98143962463546	54.0	42.0	0.36660929432013767	2.0	4.0	2.25	3.25	3.0	0.0	26.811	25.009	7512.468339330715	300.4386291503906	399.5086975097656	7.33851432800293	15.758907318115234	-7.748310089111328	12.935079574584961	12.590575130431798	18.06817010245009	32.0	25.0	0.32376717865804366	2.0	1.0	2.5	2.5	3.0	1.0	0.0	1966.0	2.0	4.0
0povB0P3QMbdikY4OVOzkXGM50B3	26.091	25.174	7419.505843874006	294.7757568359375	213.245849609375	5.375392436981201	6.33858585357666	-5.563643932342529	6.215848922729492	9.373806041323421	13.054788690387365	17.0	13.0	0.7632135306553911	4.0	4.0	3.0	4.0	3.0	0.0	25.845	25.191	7324.505607026598	290.8280944824219	192.62628173828125	5.040302753448486	5.45858907699585	-5.185967922210693	5.35911750793457	9.175061287073166	12.376688036322044	23.0	12.0	0.8516978516978517	4.0	4.0	3.0	3.0	3.0	0.0	0.0	1976.0	2.0	4.0
16IHPePzbbRf36kjLcSpz4J5Ubj2	25.851	25.042	7341.5220996043	293.2503356933594	323.0754089355469	5.695516586303711	10.289285659790039	-5.234672546386719	8.808500289916992	7.377692768887406	15.096150787988316	28.0	21.0	0.47780925401322	1.0	2.0	2.0	1.75	1.25	0.0	26.419	25.109	7307.176412158146	291.1805725097656	265.6842346191406	5.262446880340576	7.101393699645996	-4.868043899536133	5.691189289093018	7.275080882302263	12.098385401065606	27.0	13.0	0.5799196787148594	3.0	0.0	1.75	0.5	1.5	3.0	0.0	1984.0	1.0	4.0
19V5wSUvDmYfC2yGiTLj1eVVEnA2	25.667	24.975	7089.1232676544905	284.0193786621094	251.7671356201172	6.231117248535156	6.9157538414001465	-6.209475994110107	7.116143703460693	10.166114696479221	15.545709395324195	18.0	14.0	0.5381764269829503	1.0	4.0	2.75	3.75	3.0	0.0	25.982	24.975	7183.086944468114	287.7839660644531	235.755859375	6.095050811767578	6.611741542816162	-6.214505672454834	7.234769344329834	10.061222483143347	14.014852860212118	18.0	13.0	0.6453952139231327	1.0	4.0	2.75	3.75	3.0	0.0	1.0	1972.0	2.0	3.0
1AU4C2gCxaak4GdIqCB0UGH5mkf1	25.949	24.977	7068.560174523727	283.0254211425781	292.7223815917969	4.809469223022461	7.998281955718994	-4.949657440185547	8.307999610900879	6.471932105536213	13.227040005156333	16.0	24.0	0.3562152133580705	2.0	2.0	2.75	3.0	2.25	0.0	28.507	24.978	7102.301875032725	284.3764343261719	342.64794921875	5.150073051452637	10.039756774902344	-5.344024181365967	10.316025733947754	5.767501031825315	12.6066935407923	19.0	22.0	0.30861504907306436	2.0	2.0	2.25	3.0	1.75	0.0	1.0	1948.0	2.0	4.0
1BOJQ7PYBnOp2FWH954Dyr47DF63	31.516	24.764	8019.668721750544	324.0270080566406	475.9263610839844	8.947174072265625	17.06731605529785	-8.544342994689941	15.815373420715332	8.465676652178015	15.762050207863778	35.0	19.0	0.26436781609195403	2.0	2.0	2.75	3.25	2.75	0.0	25.812	24.915	7392.850685636205	296.9016418457031	375.462646484375	7.769339561462402	13.661905288696289	-7.855052471160889	13.103163719177246	7.472941347407725	14.03960163405987	23.0	17.0	0.3073727933541018	1.0	3.0	2.5	3.5	2.5	0.0	1.0	1987.0	2.0	3.0
1BSQhydrQfX1qm44zJRidfUVkgN2	25.966	24.996	14344.649908991816	574.015625	946.5171508789062	13.826454162597656	40.875667572021484	-13.446159362792969	36.219512939453125	11.677802033165992	21.255318189437638	51.0	56.0	0.11714429361488185	2.0	0.0	1.25	1.5	2.75	3.0	26.319	24.944	8785.033191145143	352.38800048828125	514.061767578125	8.732800483703613	17.015174865722656	-8.763850212097168	15.595010757446289	12.820707662123585	20.020228593659567	35.0	36.0	0.13360655737704918	2.0	0.0	1.25	1.5	2.5	2.0	1.0	1945.0	1.0	5.0
1KobFpIG5YX4SVTDDpNel4seRbS2	25.861	24.994	7283.710081279107	291.4649963378906	225.73306274414062	5.225369453430176	6.008626461029053	-5.266782283782959	5.948859214782715	8.572512567895759	12.962951881510147	15.0	12.0	0.7881417208966016	0.0	2.0	2.25	3.0	1.5	1.0	25.781	24.993	7145.453988017652	285.93255615234375	203.6104736328125	5.394153118133545	6.067309856414795	-5.274826526641846	5.845911502838135	7.794201319589569	10.878254619235308	11.0	10.0	0.8457675753228121	0.0	2.0	2.25	3.25	1.25	1.0	0.0	1985.0	1.0	4.0
1Z2kzBiNOPRkjKokrRQYQWQCuNo2	25.387	24.983	7052.987065531133	282.4018859863281	163.41668701171875	3.9607038497924805	4.53763484954834	-4.01855993270874	4.88280725479126	6.974639351260081	8.535925320127545	19.0	12.0	0.6985743380855397	0.0	2.0	2.0	3.25	2.0	0.0	26.615	24.984	7148.556897859806	286.2284851074219	126.21797943115234	3.674511671066284	3.692340135574341	-3.707416296005249	3.9319357872009277	6.945348076117653	7.585039095731906	13.0	10.0	0.896969696969697	0.0	2.0	1.5	3.5	2.0	0.0	1.0	1971.0	2.0	3.0
1Z80gD5LDdYBRWnfv2EYtHnSy5c2	26.56	25.0	7893.0890247929465	315.84991455078125	439.1810302734375	5.508925437927246	9.665790557861328	-5.325613021850586	8.834386825561523	8.96900593936309	17.03219130198297	17.0	24.0	0.13554852320675106	0.0	4.0	3.0	3.5	3.0	0.0	27.283	24.839	7768.910282816307	312.947021484375	475.80133056640625	6.079071521759033	11.859611511230469	-5.733794689178467	10.716339111328125	8.611611031672581	17.75280385621883	25.0	16.0	0.1520891364902507	2.0	4.0	2.75	3.25	3.0	0.0	0.0	1956.0	2.0	5.0
1hjLfdc6uJbnyjcxjDuP6nnvt5U2	25.833	25.004	7136.467375425149	285.57293701171875	203.74725341796875	5.7389607429504395	7.106639385223389	-5.636097431182861	6.127245903015137	9.891578556211755	12.883977154257469	12.0	9.0	0.8608365019011407	1.0	4.0	2.5	2.75	2.5	0.0	27.139	25.004	7075.982189010816	283.1525573730469	204.46405029296875	5.5808329582214355	6.970635414123535	-5.559980869293213	6.211617946624756	8.816531783510936	12.18218594056021	15.0	10.0	0.8174665617623919	1.0	4.0	2.5	2.75	2.5	0.0	0.0	1982.0	2.0	5.0
1xwsebHEkySONC5aCi4PVP4cUL53	27.165	24.997	7236.059732750397	289.5582275390625	248.86236572265625	6.943841457366943	8.15667724609375	-6.651397705078125	8.07342529296875	9.419430722867641	16.15473221119642	42.0	26.0	0.20993589743589744	1.0	3.0	2.75	3.75	2.5	0.0	26.013	25.011	8309.259484200225	332.3039245605469	360.4884948730469	7.855374813079834	11.59353256225586	-8.180741310119629	11.125423431396484	10.351855315125361	20.054715555200254	45.0	32.0	0.2037144515380151	1.0	3.0	2.75	4.0	2.5	0.0	1.0	1964.0	1.0	4.0
21Sk5odLzKdqu8pnKMZGrc99Ddz2	26.108	24.924	7237.326496352129	290.480712890625	301.97894287109375	5.532806873321533	7.710093021392822	-5.267256259918213	8.440860748291016	8.728019339127849	13.820810689162574	19.0	14.0	0.575	1.0	2.0	0.75	1.0	1.0	2.0	26.181	25.058	6994.936080014181	279.23895263671875	274.6131591796875	4.847339153289795	6.7299885749816895	-4.75742769241333	6.7186737060546875	7.522710127479234	11.945180332302533	13.0	10.0	0.5407905803195963	3.0	1.0	0.25	0.0	1.0	4.0	0.0	1973.0	1.0	2.0
29vo4ACM4uRZ3O3343JtueLwFXZ2	26.321	25.006	3317.412062923887	132.66993713378906	368.3825378417969	3.1172754764556885	12.47295093536377	-3.0719895362854004	13.174812316894531	5.14868384962417	18.84932708704922	31.0	27.0	0.1783960720130933	2.0	4.0	3.0	4.0	3.0	0.0	33.524	24.986	7615.586984895461	304.92840576171875	258.3946533203125	6.2880330085754395	6.847873687744141	-5.996303081512451	6.604234218597412	9.570263107025962	13.865808839910528	19.0	26.0	0.43918105178643113	2.0	4.0	3.0	4.0	3.0	0.0	0.0	1942.0	2.0	5.0
2EJzh7doKuQUQ434ED3FflBQzwB3	25.738	24.983	7033.169284802623	281.6083984375	223.44351196289062	5.050297737121582	7.0581536293029785	-5.285349369049072	6.615320205688477	7.909800654639075	11.400195184112862	10.0	12.0	0.6393805309734514	1.0	2.0	2.25	3.5	2.25	1.0	25.788	24.983	7123.909337078226	285.24163818359375	190.3730010986328	4.640658378601074	4.836182117462158	-4.562068939208984	5.297459602355957	6.964759117812336	10.171602172830347	12.0	10.0	0.7724982001439885	1.0	2.0	2.0	3.0	2.25	1.0	1.0	1968.0	1.0	3.0
2FjgXAbvPvTRa8Ut6ivRILtu6lw1	26.244	24.964	6955.371729178589	278.6607360839844	220.6670684814453	5.2973408699035645	6.778409481048584	-5.262365818023682	6.399028301239014	8.85799310996345	12.814177195443518	15.0	12.0	0.2697063369397218	2.0	2.0	2.0	2.25	2.75	1.0	26.701	25.116	7170.935978110752	285.5809020996094	241.36492919921875	4.94568395614624	6.976699352264404	-4.8565287590026855	6.682969093322754	8.60846437149453	12.137596400853372	14.0	13.0	0.316728624535316	3.0	1.0	1.75	2.25	2.25	1.0	0.0	1959.0	2.0	3.0
2P6PHoUiTDQjioVd3Qcu6eP3mJj1	25.639	24.951	7106.683833621799	284.8941345214844	243.30084228515625	5.178439617156982	6.597382068634033	-5.363848686218262	6.637744426727295	9.465216895614747	13.920770927561763	23.0	12.0	0.5356339084771192	0.0	3.0	2.5	3.5	2.5	0.0	25.856	24.982	7197.748861008817	288.1981506347656	205.46054077148438	4.836910724639893	5.07436990737915	-5.20027494430542	5.579798221588135	8.807192301332329	12.703871378354537	17.0	15.0	0.5886627906976745	1.0	2.0	2.5	3.5	1.75	0.0	0.0	1965.0	1.0	3.0
2PrAZfGHZpP5oW5z8ZperrClUM13	25.533	24.992	7084.086517546524	283.47686767578125	253.012939453125	4.877918243408203	6.086433410644531	-4.787848472595215	5.869762420654297	10.44287703729177	14.289134741878714	12.0	12.0	0.6261044176706827	0.0	2.0	2.25	3.25	3.0	0.0	26.192	24.992	7096.849300921271	283.9875793457031	223.56057739257812	4.9639058113098145	5.627566814422607	-5.164844036102295	5.603909969329834	10.11194774773227	13.68338264599821	13.0	12.0	0.6417910447761194	0.0	3.0	2.25	3.25	3.0	0.0	0.0	1961.0	1.0	5.0
2QYKgN3X7hN66nEndtjGMFYyIES2	25.873	25.124	7757.590912793658	308.9443054199219	404.5552978515625	5.569598197937012	11.757194519042969	-5.61108922958374	10.25728988647461	8.178674627182502	16.181181074053324	20.0	26.0	0.2557726465364121	0.0	3.0	2.5	3.75	1.5	0.0	26.744	25.172	7077.234126354787	281.1773376464844	217.30239868164062	4.6331787109375	5.649652481079102	-4.720251560211182	5.5645246505737305	8.776658271218945	15.01489688960031	13.0	13.0	0.5094339622641509	0.0	2.0	0.5	1.0	1.0	4.0	0.0	1969.0	1.0	5.0
2TRk5MdvvQRVWkhzQk2o3ywZWGp2	26.023	25.0	7564.626613665537	302.7061462402344	302.6262512207031	4.926018238067627	6.670316696166992	-4.868875980377197	7.001359939575195	8.61720105317065	16.183957190359223	33.0	27.0	0.27938808373590984	1.0	2.0	2.0	2.75	1.5	1.0	25.924	25.051	7493.58785119186	299.1452331542969	246.26170349121094	4.849050045013428	5.934680938720703	-4.905008316040039	6.246316909790039	8.270242966772102	12.907556068755904	13.0	14.0	0.48878923766816146	1.0	2.0	1.5	2.75	1.5	1.0	0.0	1965.0	1.0	3.0
2VTdnB31ZZV9hrPagsQ0MzrZG022	25.661	24.978	7049.095335400972	282.2460632324219	115.88948822021484	3.8627467155456543	3.3890087604522705	-3.7175843715667725	3.0933005809783936	7.165434882889861	7.430302649510765	12.0	9.0	0.8475675675675676	1.0	3.0	1.25	2.0	1.25	2.0	25.858	24.978	7156.7358474174325	286.5559997558594	119.95470428466797	3.783721685409546	3.703396797180176	-3.7008023262023926	3.3243002891540527	7.390432083391833	9.249787259236427	13.0	12.0	0.8663366336633663	2.0	2.0	1.25	1.75	1.5	1.0	1.0	1987.0	1.0	3.0
2XIPzK7fdhbMl7milylseb5fy8y1	25.432	24.991	7443.240853040232	297.8487854003906	260.7261962890625	4.976724147796631	6.666068077087402	-4.948146343231201	7.293678283691406	9.435514256000738	15.088931003242108	22.0	21.0	0.5212383009359252	0.0	4.0	3.25	3.5	2.75	0.0	26.382	24.995	7347.627262925041	294.022705078125	223.47401428222656	4.9031476974487305	6.728485584259033	-4.5934295654296875	6.05894136428833	9.5068944756184	14.519550217533086	23.0	20.0	0.5882352941176471	0.0	4.0	3.25	3.75	2.75	0.0	0.0	1955.0	1.0	3.0
2wpWjxBHShMT6zt4S08L91FvgvB2	26.014	24.967	7381.984591684312	295.7525939941406	281.5244140625	5.157861709594727	8.322568893432617	-5.134246826171875	7.913882255554199	7.263881476932978	12.5553374121583	13.0	14.0	0.40905416329830235	3.0	1.0	2.0	2.75	2.0	0.0	26.385	25.0	7545.1211970409295	301.92559814453125	626.9840087890625	5.47598123550415	18.998523712158203	-5.60943603515625	25.408594131469727	6.042348026808875	10.244097563950747	12.0	10.0	0.3169845594913715	2.0	3.0	1.75	2.5	2.0	0.0	1.0	1953.0	2.0	3.0
30lRQH9S90PWBzdpmGUxPH24EDp1	25.872	25.064	7307.544676834012	291.7183532714844	189.51071166992188	3.850324869155884	4.112954616546631	-3.756798505783081	4.053154468536377	6.982735543144148	10.32100567440719	13.0	14.0	0.5833929849677881	1.0	4.0	2.5	3.0	2.5	1.0	26.561	25.113	7194.366095692776	286.51397705078125	222.23806762695312	3.7517428398132324	4.342092990875244	-3.7730162143707275	4.4089674949646	8.148335169500747	13.164808189717121	19.0	12.0	0.5063480209111277	2.0	3.0	2.25	3.0	2.25	1.0	0.0	1958.0	1.0	3.0
31pQVkWc0JaxjVLbM5THlHijSfy1	25.969	24.983	7156.896568573916	286.56243896484375	188.62428283691406	3.8720171451568604	4.895440101623535	-3.8881545066833496	5.138602256774902	6.65872433810774	10.396697581782552	15.0	12.0	0.5934844192634561	2.0	3.0	2.75	3.25	3.0	0.0	26.798	24.982	6992.970015553152	279.9988098144531	137.52432250976562	4.053228855133057	4.307834148406982	-3.979113817214966	3.887582540512085	6.598537131289197	7.634334879392034	12.0	10.0	0.5213849287169042	2.0	3.0	2.75	3.25	3.0	0.0	0.0	1950.0	1.0	5.0
34Sp7P38uMUdBBL29DQpSlF9fiS2	26.097	24.996	6900.180765824502	276.11767578125	178.4923553466797	3.8050484657287598	3.8020381927490234	-3.77114200592041	3.603623390197754	8.968615275006409	11.873567890303523	12.0	10.0	0.6534606205250597	3.0	2.0	1.75	2.0	2.25	2.0	26.24	24.998	6855.597248789284	274.3336181640625	160.2714385986328	3.7895641326904297	3.6370251178741455	-3.7268049716949463	3.5608861446380615	8.079301780430834	10.1392998417046	13.0	10.0	0.7889045604137283	3.0	2.0	2.0	2.0	1.5	2.0	1.0	1964.0	2.0	5.0
34TNiQMAZYMGjtMhxyUBfBEgC1I2	25.45	24.974	7331.483611992549	293.72930908203125	230.10813903808594	4.754622936248779	5.365492820739746	-4.881310939788818	5.8867669105529785	8.131732753121872	14.85151502139953	24.0	20.0	0.5746436609152288	1.0	2.0	1.75	3.0	2.0	0.0	25.854	24.975	7224.2364965561155	289.43255615234375	216.01315307617188	4.485693454742432	4.916759490966797	-4.791880130767822	5.6126532554626465	8.360527925857847	11.118895397006652	12.0	11.0	0.5809859154929577	1.0	2.0	1.5	3.0	2.0	0.0	0.0	1976.0	1.0	5.0
39GPxzy0G1WrQpRERrqFNsqMseX2	25.831	25.01	7331.853506945117	293.21551513671875	254.7760772705078	6.344360828399658	10.062472343444824	-6.293450355529785	10.472465515136719	8.045267366500815	13.520259740314058	13.0	20.0	0.3927514792899408	2.0	2.0	2.0	3.0	2.75	0.0	26.439	25.059	7451.113284423201	297.4496154785156	219.66342163085938	5.0051069259643555	6.201634883880615	-5.049683570861816	6.221147537231445	7.420372488895969	10.527957819310398	13.0	20.0	0.39340813464235624	2.0	3.0	3.0	3.5	3.0	0.0	0.0	1949.0	2.0	5.0
3NIPBZV3RkdGACEFsjCSGQijNJL2	30.832	24.999	7415.354999352046	296.7328796386719	355.30059814453125	8.900542259216309	12.724416732788086	-8.973161697387695	13.294007301330566	12.404943332031735	17.410693615713505	15.0	22.0	0.44970906068162925	1.0	1.0	1.5	2.5	2.0	2.0	28.589	24.983	7344.585571327136	294.0775146484375	276.44512939453125	8.40155029296875	10.117741584777832	-7.9031500816345215	9.481755256652832	13.19424760006302	17.009957978667316	12.0	15.0	0.5070649979814291	1.0	1.0	1.5	2.25	1.75	2.0	0.0	1956.0	2.0	5.0
3VyP4jiey9RwXCRTKpa7uOXPRU42	25.751	24.965	8793.562386592152	352.3061828613281	664.7454833984375	7.784955024719238	18.67604637145996	-7.326543807983398	19.249608993530273	7.003536612045766	17.911180182380587	31.0	32.0	0.1840855106888361	2.0	3.0	2.5	3.25	1.25	0.0	26.076	24.847	7864.106521002464	316.5904235839844	539.6478881835938	6.509307384490967	15.355334281921387	-6.468245029449463	15.273703575134277	8.231464784127299	17.353720326650286	29.0	31.0	0.17363344051446947	3.0	3.0	2.0	3.0	2.0	1.0	0.0	1984.0	1.0	5.0
3WDqUOFGX3TZoAlhGDc5B20nezE3	25.848	24.986	8870.179077464543	355.1623229980469	379.22784423828125	6.269042015075684	8.794475555419922	-5.973430156707764	8.27331256866455	9.980736914825645	20.345053169336104	60.0	63.0	0.3312666076173605	0.0	4.0	3.0	4.0	3.0	0.0	27.448	25.002	8229.975817750445	329.3307800292969	353.3761291503906	5.877400875091553	9.009124755859375	-5.66072416305542	7.88269567489624	8.791907007967852	18.232294799180416	38.0	42.0	0.4074074074074074	0.0	4.0	3.0	3.0	3.0	0.0	1.0	1948.0	1.0	3.0
3ZHXG0tuFzNjQGQJD3NBt5iLCfL2	25.584	25.147	7584.696094218894	301.6983642578125	260.20574951171875	5.459045886993408	7.63609504699707	-5.370289325714111	7.085474967956543	8.72623777443298	14.757813441476056	20.0	23.0	0.5934579439252337	0.0	3.0	2.25	3.25	3.0	0.0	26.258	25.129	7162.437887067721	285.0721435546875	252.7259063720703	5.77748966217041	7.86135721206665	-5.376334190368652	7.245652675628662	8.942138814879286	12.810845998304453	14.0	11.0	0.6437403400309119	2.0	3.0	2.0	2.5	2.75	0.0	1.0	1942.0	2.0	5.0
3iFZ5RUElZgbgfNyHDFswuPuZBo1	29.372	24.972	7141.5391709684955	286.1193542480469	167.7618408203125	4.605620861053467	4.891120910644531	-4.562952041625977	4.662981033325195	5.994150240952518	7.193768589341923	13.0	11.0	0.7447405329593267	2.0	3.0	2.0	3.5	2.0	0.0	26.053	24.855	7307.681579377564	294.1900634765625	150.3268585205078	4.605400085449219	5.416300296783447	-4.389534950256348	4.707273006439209	6.2364288629620805	7.928175768234355	15.0	12.0	0.7957650273224044	2.0	2.0	1.75	2.0	2.5	2.0	0.0	1983.0	1.0	3.0
3ipNrDxaYRgdxHfp9zOXZVGu4Z03	25.818	24.985	7276.156188959743	291.33758544921875	295.67596435546875	5.33119535446167	7.65716028213501	-5.447742462158203	7.517872333526611	8.326515581147397	13.90333915447537	18.0	19.0	0.6048387096774194	1.0	2.0	1.75	2.75	2.25	1.0	27.308	24.952	6937.8939251744305	278.1276550292969	248.11048889160156	5.025758743286133	6.831243991851807	-4.869044303894043	6.1994948387146	8.43656228642581	13.15479455473503	11.0	11.0	0.4667207792207792	1.0	2.0	1.5	2.25	2.0	1.0	1.0	1957.0	2.0	5.0
3mRxZ3IDvGa7CKGRs8y6E06gnIX2	25.974	25.162	8637.15560143669	343.357421875	523.1054077148438	9.846152305603027	20.831350326538086	-9.452762603759766	20.023386001586914	7.961923642539312	19.32509702078347	36.0	51.0	0.27537922987164526	0.0	2.0	1.75	2.75	2.0	0.0	26.04	25.079	7471.459038873663	298.0833435058594	479.32220458984375	7.952537536621094	18.78595542907715	-7.5834197998046875	16.29193878173828	5.117544774213918	12.4431174765572	18.0	37.0	0.3860759493670886	0.0	2.0	2.0	2.75	2.0	0.0	1.0	1981.0	1.0	3.0
3n49gIKP7yYoIS4BoWniuNGGGBm1	25.827	25.15	7042.316449415395	280.12396240234375	218.9239959716797	4.722248554229736	5.615915775299072	-5.014256954193115	5.951441287994385	8.054363155552291	11.079406039288259	11.0	9.0	0.6587129428778019	0.0	3.0	2.75	3.75	2.5	0.0	26.044	25.135	7436.391263996196	295.97576904296875	198.464599609375	5.321734428405762	5.8655619621276855	-5.196250915527344	5.435253143310547	7.817223615938354	10.046946637964597	12.0	11.0	0.7198606271777004	0.0	3.0	2.25	3.5	2.5	0.0	1.0	1986.0	2.0	4.0
3qWCCKreKGSOX9S0GiiRdJn3KUx1	26.032	24.984	11960.364221109065	478.8934631347656	680.4016723632812	9.01373291015625	15.97616958618164	-8.92687702178955	16.584300994873047	11.061861009855239	21.2512405060253	64.0	63.0	0.2290748898678414	1.0	2.0	1.75	2.5	1.5	1.0	25.932	24.932	10337.913276286905	414.6776428222656	533.38720703125	7.228918552398682	11.339105606079102	-7.13957405090332	12.199719429016113	9.646971789316394	20.682224702699056	47.0	64.0	0.1323671497584541	1.0	1.0	1.25	2.0	1.5	2.0	1.0	1957.0	1.0	2.0
