ID	Task_duration_Pr_PointClick	Working_time_Pr_PointClick	mouse_dist__Pr_PointClick	speed_mean__Pr_PointClick	speed_sd__Pr_PointClick	pos_accel_mean_Pr_PointClick	pos_accel_sd_Pr_PointClick	neg_accel_mean_Pr_PointClick	neg_accel_sd_Pr_PointClick	angle_mean__Pr_PointClick	angle_sd__Pr_PointClick	x_flips__Pr_PointClick	y_flips__Pr_PointClick	total_dev_ideal_line__Pr_PointClick	mean_dev_ideal_line__Pr_PointClick	sd_dev_ideal_line__Pr_PointClick	Pr_valence	Pr_arousal	Pr_MDBF_GS	Pr_MDBF_RU	Pr_MDBF_WM	Pr_stress	Task_duration_Con_PointClick	Working_time_Con_PointClick	mouse_dist__Con_PointClick	speed_mean__Con_PointClick	speed_sd__Con_PointClick	pos_accel_mean_Con_PointClick	pos_accel_sd_Con_PointClick	neg_accel_mean_Con_PointClick	neg_accel_sd_Con_PointClick	angle_mean__Con_PointClick	angle_sd__Con_PointClick	x_flips__Con_PointClick	y_flips__Con_PointClick	total_dev_ideal_line__Con_PointClick	mean_dev_ideal_line__Con_PointClick	sd_dev_ideal_line__Con_PointClick	Co_valence	Co_arousal	Co_MDBF_GS	Co_MDBF_RU	Co_MDBF_WM	Co_stress	condition	jahr	sex	schule
00TRzV9mL7Vchd3wTP7GQeXQoP12	16.935	14.488	4461.884476156042	311.4753723144531	490.119140625	5.033243179321289	9.692276000976562	-4.894893646240234	9.63955020904541	8.129689119820638	18.386514907873245	17.0	21.0	10217.040848749695	15.04718828976391	18.2602969165336	0.0	2.0	1.75	1.25	1.5	2.0	16.598	13.953	3900.821063931565	282.9757995605469	514.3942260742188	4.861896514892578	10.679874420166016	-4.7517194747924805	11.017533302307129	7.484643706601535	19.61656612906374	19.0	20.0	6222.808231597267	10.406033832102453	9.452562344981596	1.0	2.0	1.75	1.25	1.25	1.0	1.0	1976.0	1.0	3.0
00ab0X0B6JQVYBrc8xU6GHIOxEL2	22.344	19.746	4314.029402631245	221.0622100830078	457.1676940917969	3.7280337810516357	9.864757537841797	-3.8067963123321533	10.609251976013184	7.999862823679523	19.38092847565222	38.0	21.0	7414.236014726972	7.604344630489202	8.464975261732192	1.0	3.0	2.0	2.5	1.5	0.0	28.026	20.161	4404.326424105647	223.96780395507812	417.22369384765625	3.7428460121154785	8.619958877563477	-3.769350290298462	8.470569610595703	8.994027041184474	19.09057169706166	29.0	28.0	8225.416534810332	8.095882416151902	9.732338585462065	1.0	3.0	2.5	2.75	1.75	1.0	1.0	1952.0	2.0	5.0
06OMljv8cMRWXdQzI0PcuHVLTnQ2	33.368	26.319	4531.817513859049	173.63287353515625	421.13031005859375	4.548243045806885	13.733942985534668	-4.496945381164551	13.635644912719727	8.501292875683312	20.448157730641473	60.0	44.0	19108.023990210873	15.611130710956596	19.73991798521699	2.0	2.0	2.0	1.5	1.75	2.0	36.993	25.15	5563.626738165528	221.57015991210938	568.6384887695312	5.9142913818359375	18.538898468017578	-5.735224723815918	19.071727752685547	9.932255400323262	21.594478984147017	55.0	54.0	23158.877247064614	15.829717872224617	21.13083383585459	2.0	2.0	1.75	2.0	2.0	1.0	0.0	1950.0	2.0	5.0
0FJuIKlKgoUhc4jzmewtctIch3x2	18.79	16.22	4055.667055847839	255.0734100341797	479.61138916015625	4.175892353057861	8.811249732971191	-4.015357971191406	8.589526176452637	9.186584918398909	22.90575079609923	21.0	26.0	7518.638539107936	11.238622629458797	12.131350918914427	0.0	4.0	2.75	4.0	2.25	0.0	22.32	17.133	3857.9491162406916	230.25660705566406	415.77923583984375	3.8627841472625732	7.709317207336426	-3.7152576446533203	7.590297222137451	8.143814300749387	21.08298224081249	21.0	26.0	6377.251008755767	8.881965193253157	10.95878967690668	0.0	4.0	3.0	4.0	3.0	0.0	0.0	1962.0	2.0	3.0
0Gkv1uh990bMQ4dRYJmrmksZpyy2	27.245	20.633	3891.66172093658	192.1808319091797	318.052978515625	3.1539816856384277	7.728367805480957	-3.0553324222564697	7.488399505615234	6.229306054263889	17.45684053121109	28.0	12.0	6889.203144429928	9.648743899761804	9.750084973044276	1.0	3.0	2.25	2.75	2.25	0.0	30.499	24.188	4011.202949335923	170.32708740234375	327.0712890625	3.1408793926239014	8.833285331726074	-3.1415865421295166	7.88926887512207	5.9690471914373715	15.80918617290252	24.0	10.0	6894.212322348366	6.383529928100339	6.918121722995654	1.0	3.0	2.25	2.75	2.25	0.0	0.0	1951.0	2.0	3.0
0SGumftAKiSMAHmiRFgYWKTuJBv2	20.696	18.303	4199.466441187022	232.52859497070312	422.21331787109375	4.353265285491943	8.879850387573242	-4.472238540649414	10.137548446655273	10.246549480325216	19.15751109692382	21.0	18.0	11874.278451084876	12.030677255405143	15.31914240135338	2.0	3.0	2.25	3.5	3.0	1.0	19.987	16.065	4016.501351176028	254.53115844726562	467.5206604003906	5.002199172973633	13.590949058532715	-4.985081195831299	10.705946922302246	9.590166268887417	19.82476400143352	31.0	17.0	6457.197951573797	7.198659923716607	8.91176934010879	2.0	3.0	2.5	3.25	3.0	0.0	1.0	1960.0	2.0	4.0
0dId8WvZJXOQVEq2yiClTP09BA52	25.142	21.635	3746.09712064023	177.1204376220703	399.0365905761719	3.7982218265533447	14.078109741210938	-3.4971463680267334	9.642996788024902	7.640037327253592	18.891979447148543	13.0	14.0	4065.3150581460864	6.719529021729068	6.915739856365014	2.0	2.0	1.75	2.5	1.5	2.0	28.429	23.338	3656.1729843508774	160.1477508544922	362.14654541015625	3.345698118209839	13.436422348022461	-3.0124924182891846	8.375452041625977	6.365342877078056	15.47433675839916	9.0	15.0	4671.377950079309	7.1210029726818735	6.780940859287611	2.0	2.0	1.5	0.75	1.75	4.0	0.0	1978.0	1.0	3.0
0fsPLgG0FMhnICv9c2EVyG4rxri1	19.157	16.589	3850.5556860069137	235.94093322753906	449.3334655761719	5.111295223236084	13.793258666992188	-4.650598526000977	11.202840805053711	6.548831507159947	17.33582826974485	19.0	18.0	6914.255180313401	9.23131532752123	12.196915359250585	0.0	3.0	2.0	3.0	2.25	1.0	23.968	19.093	4462.001794318207	239.12123107910156	605.0447387695312	5.352813720703125	16.907299041748047	-5.069756507873535	16.7220516204834	7.502856940623235	19.201697791715745	19.0	19.0	6725.2893676237045	7.756965821941989	10.025881849556425	1.0	2.0	1.75	1.75	2.0	2.0	1.0	1966.0	1.0	5.0
0hviV1NhqqfHA4DiNQhduEe6US13	15.216	13.353	3825.603702803953	291.4745788574219	538.8297729492188	5.400479793548584	12.251155853271484	-5.050703048706055	10.570878982543945	7.142243848248563	16.961212987376133	15.0	14.0	4594.717605232959	8.219530599701178	9.782343174040175	0.0	3.0	2.5	3.5	2.0	0.0	16.425	13.113	4467.423501754283	346.715087890625	683.078369140625	6.557174205780029	15.737174987792969	-6.009568214416504	13.58957576751709	8.465482663722062	19.057964991476968	24.0	21.0	6125.804920351114	10.616646309100718	13.318329040652303	0.0	3.0	2.25	3.5	2.0	0.0	1.0	1989.0	1.0	4.0
0oBlAr5vhCMKUUWqF368klmi1s53	21.467	18.019	3688.187472262073	209.2588653564453	316.83551025390625	4.363709926605225	9.010942459106445	-4.12874698638916	7.723200798034668	10.586867851104255	22.044640095216927	23.0	20.0	5117.281757604809	5.617213784418012	6.731805260299013	2.0	4.0	2.25	3.25	3.0	0.0	20.77	17.103	3740.750203366652	219.7210235595703	370.2924499511719	4.654183387756348	10.51327133178711	-4.3659796714782715	8.808608055114746	9.523524175607413	22.825182485144982	31.0	12.0	4951.351359716868	6.672980269160199	7.47819284206779	1.0	1.0	2.5	2.5	3.0	1.0	0.0	1966.0	2.0	4.0
0povB0P3QMbdikY4OVOzkXGM50B3	15.93	13.601	3970.450410404613	294.107421875	458.9842834472656	5.3300628662109375	9.827874183654785	-5.092696189880371	9.739893913269043	11.281515884650087	21.562756757224413	25.0	19.0	6950.080721006532	9.58631823587108	12.556263115149818	4.0	4.0	3.0	4.0	3.0	0.0	15.442	12.775	4439.611355023437	351.9311218261719	554.0684204101562	7.140824794769287	14.71934986114502	-7.055721282958984	13.13556957244873	12.791446987160674	23.028169899361327	37.0	21.0	8887.428698207583	12.517505208743074	14.101930224244496	4.0	4.0	3.0	3.0	3.0	0.0	0.0	1976.0	2.0	4.0
16IHPePzbbRf36kjLcSpz4J5Ubj2	21.049	18.394	3851.550761912434	211.50746154785156	385.5280456542969	3.8325865268707275	10.574254989624023	-3.5158796310424805	9.081023216247559	6.574895101028394	18.14471188056998	19.0	10.0	7167.675833533291	11.431699893992489	10.011648470637125	1.0	1.0	2.0	1.75	1.25	0.0	19.074	16.524	3944.012044746104	243.23231506347656	460.0110778808594	4.596877574920654	11.159737586975098	-4.364938735961914	10.303947448730469	6.748622177868011	19.6021988735639	21.0	16.0	8732.068735220839	13.013515253682323	15.428713139965001	4.0	0.0	1.75	0.5	1.5	3.0	0.0	1984.0	1.0	4.0
19V5wSUvDmYfC2yGiTLj1eVVEnA2	21.424	18.911	4092.7914437182917	220.2201690673828	455.8731689453125	3.912672996520996	12.442110061645508	-3.750941038131714	9.95608901977539	9.065631025861483	22.591039826152933	18.0	19.0	7699.236470659835	8.709543518845967	10.86179186997523	0.0	4.0	2.75	3.75	3.0	0.0	22.672	19.2	4228.30093067626	223.7196502685547	464.1673583984375	4.435040473937988	10.871183395385742	-4.454327583312988	11.3883638381958	10.316901312251035	23.085050559504978	29.0	22.0	9843.510926553483	10.67625913942894	13.399246406747789	1.0	4.0	2.75	3.75	3.0	0.0	1.0	1972.0	2.0	3.0
1AU4C2gCxaak4GdIqCB0UGH5mkf1	21.148	18.343	4046.781519928966	224.07427978515625	389.57958984375	4.0605974197387695	10.575989723205566	-3.89593768119812	9.724011421203613	6.9995352730904195	18.88579572159678	21.0	25.0	8763.911151027321	10.859865118992964	15.321323764161082	2.0	2.0	2.75	3.0	2.25	0.0	24.264	19.273	4141.512719144926	221.4120635986328	402.6870422363281	3.6923837661743164	8.975667953491211	-3.6470155715942383	10.487628936767578	6.320706257033821	18.807190564599942	23.0	23.0	7683.727480194409	9.370399366090743	10.838893078869113	2.0	2.0	2.25	3.0	1.75	0.0	1.0	1948.0	2.0	4.0
1BOJQ7PYBnOp2FWH954Dyr47DF63	26.961	23.661	5569.110038532397	239.5316162109375	692.1561279296875	6.6020379066467285	23.563827514648438	-6.405233383178711	23.337787628173828	7.108799314342037	22.760622445174285	33.0	27.0	14469.117107518314	14.615269805574055	21.35467735369207	0.0	3.0	2.75	3.25	2.75	0.0	21.8	17.758	4323.159149227966	249.5330047607422	742.2267456054688	7.816986083984375	26.72845458984375	-7.7423553466796875	27.089107513427734	7.908247635198995	22.43565999008614	24.0	23.0	5068.598354344913	8.295578321350103	9.876266554336988	2.0	2.0	2.5	3.5	2.5	0.0	1.0	1987.0	2.0	3.0
1BSQhydrQfX1qm44zJRidfUVkgN2	28.487	25.407	5080.683583170452	201.49449157714844	501.8722229003906	5.3231120109558105	17.01862144470215	-5.346187114715576	16.37871742248535	11.525281939531258	23.93518357835301	47.0	28.0	20186.885156632117	15.576300275179102	27.429356206143567	2.0	3.0	1.25	1.5	2.75	3.0	29.125	24.694	4419.054603770357	180.51695251464844	371.8005065917969	4.5507097244262695	12.62386703491211	-4.540180206298828	13.94079875946045	12.310092624045977	24.337524782373087	40.0	33.0	14057.750623047476	11.47571479432447	14.415655761232285	2.0	3.0	1.25	1.5	2.5	2.0	1.0	1945.0	1.0	5.0
1Foc0LlUB2VC3I6Agw9hUNHDUh02	15.89	13.589	4543.303999012513	338.04345703125	552.3483276367188	6.312966823577881	14.825437545776367	-5.78533935546875	11.922224998474121	8.628388252959946	20.109745657581154	28.0	23.0	10043.734451338107	17.528332375808215	21.7020772492655	1.0	3.0	2.5	3.0	2.5	1.0	19.341	15.115	4109.823156951212	280.4382629394531	466.56671142578125	4.999974250793457	11.619773864746094	-4.830343723297119	9.100415229797363	9.600795378373757	23.98298129020028	29.0	30.0	7305.197689243744	10.648976223387383	12.325661085326072	1.0	3.0	2.5	3.0	2.75	1.0	1.0	1966.0	1.0	3.0
1KobFpIG5YX4SVTDDpNel4seRbS2	16.56	13.973	4931.498416602346	355.03948974609375	676.8572998046875	7.944164276123047	21.643823623657227	-7.378839492797852	16.47516632080078	8.63434057402695	19.521643576110154	33.0	20.0	11981.136288516624	17.28879695312644	18.174821378979463	0.0	3.0	2.25	3.0	1.5	1.0	16.751	13.803	4467.3970188866815	324.78350830078125	521.8616333007812	6.207982540130615	15.27916145324707	-5.832046985626221	12.09125804901123	9.21901699786742	22.132357276671943	27.0	17.0	10334.310577347402	14.700299541034711	17.53195713716181	1.0	2.0	2.25	3.25	1.25	1.0	0.0	1985.0	1.0	4.0
1Z2kzBiNOPRkjKokrRQYQWQCuNo2	15.304	13.391	3995.2722950591674	300.2835388183594	497.0887756347656	5.621870040893555	11.64676570892334	-5.422837257385254	11.672463417053223	10.302316839421351	20.795702280743694	28.0	17.0	5432.431949703632	8.206090558464702	10.469485944687149	0.0	2.0	2.0	3.25	2.0	0.0	18.77	14.057	4026.746832165788	293.3877258300781	444.4114685058594	4.560739040374756	9.053618431091309	-4.283098220825195	8.11606502532959	9.148742340693929	18.482219746065226	34.0	13.0	5617.834392663783	8.071601138884745	9.715585408992016	0.0	2.0	1.5	3.5	2.0	0.0	1.0	1971.0	2.0	3.0
1Z80gD5LDdYBRWnfv2EYtHnSy5c2	25.8	22.758	4187.212074132543	187.47312927246094	388.9075927734375	3.508786916732788	9.491451263427734	-3.280039072036743	9.00346565246582	8.25996976571032	19.58104480520549	29.0	20.0	10624.575707116981	11.64975406482125	13.411596446343372	0.0	4.0	3.0	3.5	3.0	0.0	26.72	21.463	4208.862484602183	203.17947387695312	379.75262451171875	4.0748372077941895	10.34832763671875	-3.946594715118408	8.930397033691406	9.214267781012019	19.95737415382752	27.0	14.0	11866.327491852637	12.800784780855055	16.140256073913026	0.0	4.0	2.75	3.25	3.0	0.0	0.0	1956.0	2.0	5.0
1hjLfdc6uJbnyjcxjDuP6nnvt5U2	24.93	21.279	3685.96332501063	175.8990020751953	369.3260498046875	3.1657657623291016	10.027729988098145	-3.1052749156951904	7.943205833435059	6.191927330482187	15.693846744200439	21.0	14.0	4620.070601322644	5.9307709901446	6.189958526076606	1.0	4.0	2.5	2.75	2.5	0.0	24.305	17.608	3777.0606470318244	218.3903350830078	499.5641784667969	4.8713836669921875	14.972896575927734	-4.593943119049072	11.863524436950684	8.027751971245173	20.638355156751807	25.0	14.0	6921.58161769582	9.547009127856303	11.102479361779368	1.0	4.0	2.5	2.75	2.5	0.0	0.0	1982.0	2.0	5.0
1xwsebHEkySONC5aCi4PVP4cUL53	20.379	17.272	4035.297108954879	235.3629150390625	389.0493469238281	5.420766830444336	11.623932838439941	-5.119110107421875	10.810798645019531	8.637949487173952	22.456334705203528	31.0	28.0	7170.929124246824	9.625408220465536	13.784098291561756	0.0	3.0	2.75	3.75	2.5	0.0	23.466	18.696	4524.415247396642	249.0732421875	443.48040771484375	5.3388214111328125	12.585396766662598	-5.161971569061279	12.29787826538086	8.4156669975238	18.374781896972195	34.0	22.0	10367.47073405662	13.860254992054305	30.28259111767952	0.0	4.0	2.75	4.0	2.5	0.0	1.0	1964.0	1.0	4.0
21Sk5odLzKdqu8pnKMZGrc99Ddz2	15.968	13.382	3793.3437120592816	289.34735107421875	581.6438598632812	5.959793567657471	16.69187355041504	-5.573149681091309	12.692763328552246	6.803044962770918	21.067520325729287	15.0	14.0	4014.4664738935185	8.651867400632582	12.698820282124107	2.0	2.0	0.75	1.0	1.0	2.0	18.192	14.475	3697.7953571369717	256.5241394042969	517.7835083007812	4.536240100860596	13.196252822875977	-4.322638034820557	10.194633483886719	7.039020808487105	19.354417183184747	21.0	12.0	3481.0013312226333	6.19395254665949	6.130902231870238	2.0	2.0	0.25	0.0	1.0	4.0	0.0	1973.0	1.0	2.0
29vo4ACM4uRZ3O3343JtueLwFXZ2	23.628	20.586	3906.92195639199	192.50662231445312	340.9165344238281	3.265507936477661	7.0420098304748535	-3.2330868244171143	6.48467493057251	7.094386586333882	16.5321004571624	21.0	14.0	8407.530342064087	8.415946288352439	8.532317372770509	0.0	4.0	3.0	4.0	3.0	0.0	27.577	21.01	4864.11918416299	232.62168884277344	457.9538879394531	4.501633644104004	10.64703369140625	-4.388901710510254	9.742818832397461	7.382015733876624	16.68729526692902	34.0	27.0	12744.376428911874	12.045724412960183	13.477116428899665	1.0	4.0	3.0	4.0	3.0	0.0	0.0	1942.0	2.0	5.0
2EJzh7doKuQUQ434ED3FflBQzwB3	15.817	13.735	3936.3605762305474	292.231689453125	409.66796875	4.366142749786377	8.274118423461914	-4.173306465148926	7.42781925201416	7.398686715032636	17.242832440799024	15.0	16.0	7258.921836901076	11.236721109753988	12.687754964899916	0.0	4.0	2.25	3.5	2.25	1.0	16.27	13.224	4167.373145459168	322.3026428222656	416.0665588378906	4.9669389724731445	10.300943374633789	-4.687610626220703	7.2260565757751465	8.497890432975368	20.046157622988208	16.0	16.0	9273.384512051982	14.696330446992047	17.292923425642435	0.0	4.0	2.0	3.0	2.25	1.0	1.0	1968.0	1.0	3.0
2FjgXAbvPvTRa8Ut6ivRILtu6lw1	28.434	22.614	3698.950043263429	166.17027282714844	336.26318359375	2.769409656524658	8.629444122314453	-2.6562013626098633	6.332728385925293	5.04157937068565	14.756344454975405	19.0	20.0	5325.485916904314	6.607302626432151	6.244172114123563	3.0	3.0	2.0	2.25	2.75	1.0	28.722	22.268	3936.8747737609283	180.50778198242188	394.9623718261719	2.8272387981414795	8.511772155761719	-2.6716272830963135	7.785489082336426	6.570309928117737	19.458462777351084	29.0	22.0	8483.125557500802	9.695000637143773	16.54688564330163	2.0	2.0	1.75	2.25	2.25	1.0	0.0	1959.0	2.0	3.0
2P6PHoUiTDQjioVd3Qcu6eP3mJj1	18.745	16.181	4940.770616725634	305.83538818359375	734.10546875	7.682583332061768	22.1242618560791	-7.912951469421387	30.085086822509766	14.443419900985342	30.14215634214783	50.0	36.0	15672.567409677747	15.48672668940489	33.20105751232185	0.0	3.0	2.5	3.5	2.5	0.0	17.251	14.613	5803.002185593353	398.4210205078125	739.0848388671875	9.346274375915527	19.356369018554688	-9.432496070861816	21.702024459838867	14.179342024904807	28.142254339444577	56.0	36.0	13202.994370149288	14.702666336469141	22.923216341562572	1.0	2.0	2.5	3.5	1.75	0.0	0.0	1965.0	1.0	3.0
2PrAZfGHZpP5oW5z8ZperrClUM13	21.055	16.904	3906.634685116678	236.55068969726562	458.103759765625	3.774249792098999	9.572726249694824	-3.54213547706604	7.592379093170166	6.758475687539774	17.627947023422283	17.0	14.0	5754.565369765572	9.921664430630296	9.259080353300003	0.0	3.0	2.25	3.25	3.0	0.0	28.046	16.927	4415.337189942056	269.5566101074219	448.86279296875	4.70174503326416	10.346443176269531	-4.599406719207764	8.97440242767334	10.082268352906008	20.343894240869954	30.0	17.0	9731.073446690953	12.475735188065324	15.026794583955471	0.0	3.0	2.25	3.25	3.0	0.0	0.0	1961.0	1.0	5.0
2QYKgN3X7hN66nEndtjGMFYyIES2	22.215	19.332	4122.717802878542	215.9056396484375	445.3958740234375	3.83365797996521	10.063885688781738	-3.663259267807007	8.813777923583984	7.846909652413434	19.60273163945204	21.0	19.0	9277.739614535447	11.273073650711357	10.449203793544518	0.0	2.0	2.5	3.75	1.5	0.0	24.691	19.682	3760.5144782305024	194.49261474609375	412.7774963378906	3.2400801181793213	9.575582504272461	-3.0945467948913574	7.8223419189453125	6.17379004859228	18.877261312426526	12.0	15.0	5440.2744553889115	7.019708974695369	6.5042237682130155	0.0	0.0	0.5	1.0	1.0	4.0	0.0	1969.0	1.0	5.0
2TRk5MdvvQRVWkhzQk2o3ywZWGp2	19.231	16.329	4043.109273356021	248.8833465576172	447.71490478515625	4.401029586791992	10.804512023925781	-4.4951910972595215	10.612971305847168	8.770531997842273	18.085677549329183	23.0	25.0	9736.685215323256	11.932212273680461	12.666505375404823	1.0	2.0	2.0	2.75	1.5	1.0	20.605	16.648	4400.555572847959	266.4580993652344	512.4266357421875	5.431224822998047	14.554329872131348	-5.408877372741699	15.269909858703613	9.172896549429819	20.247747889913445	21.0	29.0	9310.63246236373	11.137120170291544	12.833878251027878	1.0	2.0	1.5	2.75	1.5	1.0	0.0	1965.0	1.0	3.0
2VTdnB31ZZV9hrPagsQ0MzrZG022	15.992	13.788	3969.256369503948	289.1990051269531	470.65887451171875	4.7353997230529785	9.798135757446289	-4.418697834014893	8.46629524230957	8.859144866122346	20.840779472658344	24.0	16.0	7721.724648870952	12.008903030903502	17.258977943503723	1.0	3.0	1.25	2.0	1.25	2.0	15.222	12.816	4066.6481131194782	321.2202453613281	569.1039428710938	6.3874125480651855	13.57861614227295	-5.624486446380615	11.095566749572754	11.618583939166216	24.987104115504746	27.0	21.0	6237.368531181705	10.258829821022541	10.905631492074649	1.0	3.0	1.25	1.75	1.5	1.0	1.0	1987.0	1.0	3.0
2XIPzK7fdhbMl7milylseb5fy8y1	16.686	14.337	4174.345216924207	295.11102294921875	494.691162109375	5.125975608825684	10.995844841003418	-4.820966720581055	10.135412216186523	10.61516981462681	21.079108308908445	25.0	17.0	7761.500150989274	11.009220072325212	10.478450290254854	0.0	4.0	3.25	3.5	2.75	0.0	20.254	14.918	4228.281473094461	293.02020263671875	473.0890808105469	5.887306213378906	12.45910358428955	-5.694862365722656	9.854378700256348	12.119270427672177	22.960973611794397	37.0	22.0	8149.222144473655	9.759547478411562	10.778152929086367	0.0	4.0	3.25	3.75	2.75	0.0	0.0	1955.0	1.0	3.0
2wpWjxBHShMT6zt4S08L91FvgvB2	20.672	16.832	3833.5317243587056	231.07485961914062	450.4516296386719	4.106634140014648	11.63619613647461	-4.103566646575928	11.859308242797852	5.524894225703445	15.530732950438574	19.0	10.0	7505.764514552602	11.236174422982938	12.766654780738438	0.0	4.0	2.0	2.75	2.0	0.0	22.083	17.104	3794.86205041378	223.29286193847656	341.3723449707031	3.8321967124938965	8.070467948913574	-3.7642529010772705	8.691278457641602	7.003765393016604	19.44916175305137	19.0	14.0	7267.003262786442	10.009646367474438	13.054421092390701	0.0	4.0	1.75	2.5	2.0	0.0	1.0	1953.0	2.0	3.0
30lRQH9S90PWBzdpmGUxPH24EDp1	19.616	17.44	3856.2913304601348	223.94259643554688	314.8563537597656	2.9104883670806885	5.7496113777160645	-2.726444959640503	4.788801193237305	7.2840439257347915	17.799393681183588	18.0	17.0	8545.057760157135	11.439167014935924	13.076267932357638	0.0	4.0	2.5	3.0	2.5	1.0	21.253	18.24	4118.983625891564	230.3682098388672	397.0143127441406	3.2993950843811035	8.814023971557617	-3.1584033966064453	6.497818470001221	8.382574390483606	19.079691504314457	24.0	16.0	8050.746582488278	10.523851741814743	11.546296794522798	1.0	3.0	2.25	3.0	2.25	1.0	0.0	1958.0	1.0	3.0
31pQVkWc0JaxjVLbM5THlHijSfy1	21.984	17.744	3876.202599491458	223.347900390625	323.1994323730469	2.999458074569702	5.740140438079834	-2.837191581726074	5.3922224044799805	6.355341673461743	15.798760713526516	19.0	16.0	9255.72191551049	12.999609431896756	15.450489500688903	2.0	3.0	2.75	3.25	3.0	0.0	22.479	18.153	3915.050773277208	222.69915771484375	340.78741455078125	2.9629788398742676	6.803932189941406	-2.7372565269470215	5.331118106842041	7.2232739441959195	17.31206963490112	22.0	18.0	9289.512452608073	13.157949649586506	13.470177342816877	2.0	3.0	2.75	3.25	3.0	0.0	0.0	1950.0	1.0	5.0
34Sp7P38uMUdBBL29DQpSlF9fiS2	18.124	15.715	3806.8859489086353	247.60232543945312	445.1943664550781	4.159736156463623	10.098015785217285	-3.901545763015747	8.425761222839355	8.034891740181571	19.3986256429235	19.0	18.0	3619.42519645852	5.904445671221077	7.034935297446906	3.0	2.0	1.75	2.0	2.25	2.0	18.599	15.221	3692.653020258358	249.1668701171875	474.4482421875	3.9370148181915283	10.52171516418457	-3.965975522994995	9.810941696166992	7.660505227081915	18.501416611492353	17.0	18.0	5146.405488676414	8.478427493700847	11.431237540465137	3.0	2.0	2.0	2.0	1.5	2.0	1.0	1964.0	2.0	5.0
34TNiQMAZYMGjtMhxyUBfBEgC1I2	18.844	17.005	4353.277329976454	257.2859191894531	460.9576721191406	4.4352030754089355	9.549025535583496	-4.485523223876953	9.54296875	8.370755282306243	20.432734433411394	24.0	23.0	8877.60995889914	10.444247010469576	11.593804795406239	0.0	3.0	1.75	3.0	2.0	0.0	19.402	15.196	4012.23962351735	274.9050598144531	494.0798645019531	5.026728630065918	11.158153533935547	-4.950515270233154	9.847700119018555	8.413159208542284	22.008977199782816	19.0	29.0	7449.369699650895	9.78892207575676	12.082277880715244	1.0	2.0	1.5	3.0	2.0	0.0	0.0	1976.0	1.0	5.0
39GPxzy0G1WrQpRERrqFNsqMseX2	20.852	17.272	3803.2880844569445	228.014892578125	390.5616455078125	3.8236024379730225	8.785768508911133	-3.8310415744781494	7.938211917877197	7.9749468234011225	19.53290416899443	25.0	18.0	7371.08059724198	8.764661827873937	11.922712899147669	1.0	4.0	2.0	3.0	2.75	0.0	20.664	17.465	4120.157303105661	241.1564178466797	389.2066345214844	4.406368255615234	9.184087753295898	-4.2853498458862305	8.091451644897461	8.810074379193786	16.920374409988113	20.0	21.0	10633.536284349302	11.446217744186548	16.76865581334725	1.0	4.0	3.0	3.5	3.0	0.0	0.0	1949.0	2.0	5.0
3NIPBZV3RkdGACEFsjCSGQijNJL2	22.983	18.662	3865.7889456956923	210.72711181640625	469.26641845703125	5.097872257232666	13.711235046386719	-5.052645683288574	14.46214485168457	9.70593099826332	21.949231513773228	15.0	18.0	5563.607334466367	7.398414008598893	8.292650332356326	1.0	2.0	1.5	2.5	2.0	2.0	21.621	17.591	3853.258463570363	223.37728881835938	545.9290771484375	5.6714043617248535	16.800142288208008	-5.485140800476074	16.024274826049805	9.978863934517243	23.012123886589887	23.0	24.0	5260.882670615349	6.977297971638394	7.770203926453609	1.0	1.0	1.5	2.25	1.75	2.0	0.0	1956.0	2.0	5.0
3VyP4jiey9RwXCRTKpa7uOXPRU42	19.456	16.882	5258.4034938056575	312.4422912597656	534.8524169921875	6.933742046356201	18.49000358581543	-6.4465484619140625	15.232691764831543	8.073245242289087	19.597720569805116	30.0	21.0	16623.39174838797	19.374582457328636	23.293564563835936	2.0	2.0	2.5	3.25	1.25	0.0	20.964	16.963	4264.343884894875	257.0430603027344	490.57489013671875	4.958734512329102	11.972832679748535	-4.8376898765563965	14.20473575592041	7.715527699140054	18.2502703843072	25.0	16.0	10948.915645294408	14.33104142054242	18.624358652326503	3.0	3.0	2.0	3.0	2.0	1.0	0.0	1984.0	1.0	5.0
3WDqUOFGX3TZoAlhGDc5B20nezE3	27.832	24.766	4826.307652618956	195.2389678955078	423.49090576171875	3.440908193588257	9.264117240905762	-3.354448080062866	9.273736953735352	9.17523385625104	21.14995627090943	42.0	39.0	16163.631229255989	12.64759877093583	14.94123329883151	0.0	4.0	3.0	4.0	3.0	0.0	31.446	21.618	4604.8738553839175	213.18861389160156	419.79217529296875	3.442077398300171	8.595552444458008	-3.306183338165283	9.36121940612793	8.24166646079819	20.399131138451793	36.0	24.0	10634.287703624152	11.20578261709605	12.866856795429188	0.0	4.0	3.0	3.0	3.0	0.0	1.0	1948.0	1.0	3.0
